"年度","縣市","雨水下水道系統規劃幹線已建設長度","雨水下水道系統規劃幹線長度","雨水下水道系統規劃幹線建設完工比率","小型汽車路外停車位","小型汽車路邊停車位","每萬輛小型車擁有路外及路邊停車位數","道路里程長度","道路路面面積","道路里程密度","平均每人享有道路面積","市內電話用戶數","每千人電話用戶數","公墓總面積","自來水供水普及率","電燈用戶數","電燈售電量","電燈用戶平均每戶售電量","電力用戶數","電力售電量","電力用戶平均每戶售電量","收寄函件","郵政儲金結存戶數","郵政儲金結存金額","國民通信率"
2002, 南投縣,70.000000,114.000000,61.580000,2895.000000,3115.000000,384.967684,2128.000000,19102.000000,0.518211,35.289640,244001.000000,450.775182,7967532.000000,77.745653,245617.000000,908.893325,3742.719885,3417.000000,1113.040104,33.259827,-,-,-,-
2002, 雲林縣,106.000000,190.000000,55.800000,2253.000000,820.000000,164.713828,2205.000000,18640.000000,1.708197,25.094339,297017.000000,399.862950,3588932.000000,94.957034,450856.000000,1363.074892,3044.065943,15471.000000,2028.448429,13.332337,-,-,-,-
2002, 嘉義縣,108.000000,200.000000,54.230000,3096.000000,5444.000000,598.114608,2059.000000,16898.000000,1.082731,30.046551,166081.000000,295.310761,5238074.000000,88.507345,299645.000000,927.676263,3121.003857,15297.000000,1302.984765,8.723495,-,-,-,-
2002, 屏東縣,161.000000,292.000000,55.230000,4155.000000,7154.000000,546.592557,2714.000000,25427.000000,0.977806,28.059609,352251.000000,388.721642,10970417.000000,42.074846,472984.000000,1734.387097,3686.620273,25486.000000,1792.904883,7.144613,-,-,-,-
2002, 臺東縣,72.000000,115.000000,62.600000,2787.000000,2415.000000,964.547949,1289.000000,9599.000000,0.366688,39.345808,98564.000000,404.008772,2463400.000000,75.692825,104447.000000,417.603484,4021.624565,1920.000000,337.361640,17.835667,-,-,-,-
2002, 花蓮縣,157.000000,256.000000,61.260000,6501.000000,3426.000000,1061.257216,1397.000000,12462.000000,0.301821,35.387927,161018.000000,457.237459,2244401.000000,80.322813,150732.000000,689.825927,4602.107009,2507.000000,1492.309965,60.137415,-,-,-,-
2002, 澎湖縣,14.000000,16.000000,90.580000,1776.000000,2289.000000,2453.376788,255.000000,2131.000000,2.010025,23.051295,40968.000000,443.156005,2585688.000000,92.555654,38711.000000,181.336173,4706.241027,1292.000000,137.355722,10.935965,-,-,-,-
2002, 基隆市,33.000000,100.000000,32.570000,3984.000000,1670.000000,754.661577,316.000000,3016.000000,2.380255,7.704688,214911.000000,549.012645,1165920.000000,98.968195,178417.000000,791.681059,4445.985399,2354.000000,636.795597,27.045895,-,-,-,-
2002, 新竹市,35.000000,82.000000,42.880000,3515.000000,4675.000000,770.236337,389.000000,4743.000000,3.736921,12.521218,277894.000000,733.622494,990550.000000,96.357680,177121.000000,983.076254,5593.224098,4387.000000,5917.964861,135.345108,-,-,-,-
2002, 嘉義市,57.000000,101.000000,56.420000,2868.000000,1483.000000,635.182482,499.000000,10554.000000,8.313120,39.394267,209846.000000,783.279272,573562.000000,99.066467,135607.000000,629.568330,4675.191721,2341.000000,441.016012,18.956201,-,-,-,-
2002, 金門縣,-,-,-,-,-,-,-,-,-,-,25633.000000,434.951555,200091.000000,93.893065,18897.000000,117.806388,6349.379541,1274.000000,72.675980,5.786304,-,-,-,-
2002, 連江縣,-,-,-,-,-,-,-,-,-,-,6172.000000,704.325003,15577.000000,96.816159,3702.000000,34.419705,9382.501022,312.000000,18.652591,5.978395,-,-,-,-
2003, 總計,3829.000000,6630.000000,57.760000,-,-,-,-,-,-,-,13355032.000000,590.811673,104629047.000000,90.925907,10789959.000000,53336.479460,4983.113563,286957.000000,106043.376007,37.376791,-,-,-,-
2003, 臺灣地區,3829.000000,6630.000000,57.760000,273362.000000,266617.000000,917.776596,37310.000000,408036.000000,1.036211,18.106959,13322122.000000,591.180976,104384634.000000,90.916633,10766691.000000,53175.294954,4978.721988,285354.000000,105943.770402,37.552733,-,-,-,-
2003, 新北市,397.000000,678.000000,58.600000,47632.000000,49871.000000,1198.036019,2436.000000,29230.000000,1.186807,7.950425,2427323.000000,660.220648,8976284.000000,96.870149,1615517.000000,9828.016423,6124.946979,31742.000000,8667.489501,27.442225,-,-,-,-
2003, 臺北市,512.000000,540.000000,94.770000,96621.000000,43127.000000,2072.622160,1267.000000,20504.000000,4.661521,7.804691,2389942.000000,909.713156,3220911.000000,99.568961,1029691.000000,7430.750006,7242.672292,20520.000000,7726.698101,38.013865,-,-,-,-
2003, 桃園市,177.000000,429.000000,41.290000,11485.000000,6576.000000,350.079762,2131.000000,22408.000000,1.745356,12.298067,1052057.000000,577.395003,2441161.000000,92.687732,831112.000000,4544.117910,5555.543491,13897.000000,19504.305615,142.242602,-,-,-,-
2003, 臺中市,417.000000,820.000000,50.900000,18775.000000,51082.000000,914.813651,4043.000000,52570.000000,1.825367,20.780603,1558009.000000,615.871526,11442578.000000,90.075394,1259516.000000,6504.049197,5207.861856,25659.000000,8994.658004,35.286315,-,-,-,-
2003, 臺南市,433.000000,930.000000,46.500000,12359.000000,20124.000000,656.718409,4192.000000,48436.000000,1.912711,26.090502,1005767.000000,541.765758,12308542.000000,98.663307,992642.000000,4093.024292,4163.866230,28277.000000,10457.505023,37.292294,-,-,-,-
2003, 高雄市,566.000000,865.000000,65.430000,33822.000000,47281.000000,1177.421064,3990.000000,55574.000000,1.354256,20.232130,1534451.000000,558.628362,7543854.000000,95.876991,1379405.000000,6202.633631,4535.851196,33243.000000,18502.128034,56.034792,-,-,-,-
2003, 宜蘭縣,122.000000,371.000000,32.790000,2842.000000,998.000000,336.960337,1326.000000,12393.000000,0.618578,26.750273,212314.000000,458.279461,3860753.000000,88.585212,222082.000000,910.834094,4121.906170,4615.000000,1796.267329,39.079024,-,-,-,-
2003, 新竹縣,70.000000,97.000000,71.700000,4648.000000,1798.000000,457.591504,1081.000000,9593.000000,0.757219,20.886722,217055.000000,472.591212,1766428.000000,72.490186,192884.000000,964.448646,5081.554981,2883.000000,5013.197167,177.804475,-,-,-,-
2003, 苗栗縣,75.000000,136.000000,55.130000,4312.000000,4185.000000,526.531042,1383.000000,13780.000000,0.759759,24.567528,252436.000000,450.052861,5288040.000000,72.289861,258834.000000,1101.029631,4292.044654,3826.000000,3721.486080,97.599950,-,-,-,-
2003, 彰化縣,192.000000,313.000000,61.430000,3416.000000,7176.000000,289.076658,2086.000000,18154.000000,1.941556,13.790191,579411.000000,440.133754,8903748.000000,90.708143,699382.000000,2584.983349,3716.785383,42384.000000,5629.635448,13.300341,-,-,-,-
2003, 南投縣,72.000000,114.000000,63.610000,3197.000000,4587.000000,480.805460,2162.000000,19919.000000,0.526491,36.859938,246995.000000,457.062123,7528858.000000,78.181411,250069.000000,944.012198,3808.912085,3730.000000,1159.774078,32.454850,-,-,-,-
2003, 雲林縣,138.000000,184.000000,74.810000,2927.000000,820.000000,193.586385,2236.000000,19400.000000,1.732212,26.198479,300514.000000,405.825245,4581523.000000,93.717362,457185.000000,1416.827041,3120.623498,16252.000000,2175.481657,13.715485,-,-,-,-
2003, 嘉義縣,113.000000,200.000000,56.680000,3096.000000,5444.000000,574.086772,2059.000000,17098.000000,1.082731,30.509805,169530.000000,302.510662,5230975.000000,87.982370,303843.000000,971.730381,3220.380127,16614.000000,1374.862836,8.616858,-,-,-,-
2003, 屏東縣,166.000000,292.000000,57.000000,5987.000000,7054.000000,603.613069,2745.000000,25736.000000,0.988975,28.476209,355194.000000,393.012840,10982227.000000,42.669279,479331.000000,1786.283277,3751.454670,26659.000000,1852.184908,7.103979,-,-,-,-
2003, 臺東縣,72.000000,115.000000,62.930000,2787.000000,2415.000000,923.240749,1289.000000,9656.000000,0.366688,39.762479,98549.000000,405.815304,2983398.000000,75.703132,105671.000000,438.645664,4175.231670,1941.000000,352.701407,18.269951,-,-,-,-
2003, 花蓮縣,161.000000,256.000000,62.840000,6501.000000,3426.000000,1035.907711,1415.000000,12972.000000,0.305710,36.941899,164927.000000,469.682127,2072766.000000,81.133204,153414.000000,727.701182,4785.209616,2560.000000,1478.350401,58.352098,-,-,-,-
2003, 澎湖縣,14.000000,16.000000,89.880000,1776.000000,2289.000000,2339.164461,255.000000,2131.000000,2.010025,23.099520,42162.000000,457.025788,2615709.000000,92.136841,39216.000000,189.758060,4870.149242,1356.000000,143.208741,10.816370,-,-,-,-
2003, 基隆市,37.000000,100.000000,36.820000,3984.000000,1631.000000,720.990254,316.000000,3016.000000,2.380255,7.689131,218039.000000,555.878769,1072767.000000,99.222164,179253.000000,837.500910,4683.092851,2380.000000,645.996699,27.291791,-,-,-,-
2003, 新竹市,37.000000,72.000000,50.890000,4257.000000,4921.000000,827.898502,391.000000,4785.000000,3.756134,12.496833,284732.000000,743.625570,990550.000000,97.200030,179430.000000,1045.922852,5866.890582,4417.000000,6293.631354,142.972089,-,-,-,-
2003, 嘉義市,57.000000,101.000000,56.930000,2938.000000,1812.000000,666.161786,507.000000,10681.000000,8.446396,39.618834,212715.000000,789.019785,573562.000000,98.977722,138214.000000,653.026210,4769.730663,2399.000000,454.208019,19.164895,-,-,-,-
2003, 金門縣,-,-,-,-,-,-,-,-,-,-,26789.000000,439.286358,216596.000000,93.535903,19346.000000,125.254080,6550.431713,1301.000000,75.678735,5.877960,-,-,-,-
2003, 連江縣,-,-,-,-,-,-,-,-,-,-,6121.000000,695.094254,27817.000000,96.581876,3922.000000,35.930426,9425.610178,302.000000,23.926870,7.793769,-,-,-,-
2004, 總計,3997.000000,6715.000000,59.520000,-,-,-,-,-,-,-,13529923.000000,596.317610,95954612.000000,96.925136,10980269.000000,54184.790564,4977.879934,293305.000000,113292.979824,39.048905,-,-,-,-
2004, 臺灣地區,3997.000000,6715.000000,59.520000,313161.000000,277826.000000,963.514443,37028.000000,392841.000000,1.028379,17.370580,13496302.000000,596.777307,95696414.000000,91.293768,10956665.000000,54019.940262,4973.443354,291683.000000,113188.515553,39.230939,-,-,-,-
2004, 新北市,447.000000,712.000000,62.770000,57881.000000,50297.000000,1301.785686,2542.000000,29865.000000,1.238449,8.053992,2461829.000000,663.905953,8976284.000000,96.925136,1635628.000000,9863.917097,6067.965038,32046.000000,9095.676190,28.518455,-,-,-,-
2004, 臺北市,514.000000,540.000000,95.240000,102023.000000,44834.000000,2132.912532,1268.000000,19863.000000,4.665200,7.574151,2410681.000000,919.239939,3187400.000000,99.583141,1037043.000000,7437.654218,7197.495389,20877.000000,8028.935475,38.789939,-,-,-,-
2004, 桃園市,181.000000,429.000000,42.260000,19990.000000,7825.000000,508.925173,2171.000000,22500.000000,1.778118,12.142282,1076136.000000,580.744284,2212833.000000,93.196275,856161.000000,4591.276234,5442.244656,14181.000000,20673.179251,147.255355,-,-,-,-
2004, 臺中市,423.000000,820.000000,51.540000,16580.000000,46746.000000,789.877750,4053.000000,53441.000000,1.829882,20.970972,1577188.000000,618.909938,7842761.000000,90.716516,1282098.000000,6683.933206,5259.597410,25989.000000,9739.331003,37.714262,-,-,-,-
2004, 臺南市,474.000000,930.000000,50.910000,17617.000000,19886.000000,721.072871,4245.000000,49014.000000,1.936894,26.343243,1023123.000000,549.891405,12484160.000000,98.677093,1014085.000000,4224.127176,4209.966952,28825.000000,11816.619194,41.387759,-,-,-,-
2004, 高雄市,579.000000,868.000000,66.730000,36866.000000,49535.000000,1199.617349,3506.000000,39496.000000,1.189980,14.353820,1557878.000000,566.171270,7517395.000000,96.263169,1409875.000000,6327.955294,4537.339596,33543.000000,19644.729783,58.828886,-,-,-,-
2004, 宜蘭縣,127.000000,371.000000,34.160000,2842.000000,1046.000000,329.631200,1327.000000,12417.000000,0.619045,26.859996,214626.000000,464.271036,3123943.000000,89.176397,225596.000000,925.555362,4134.915551,4628.000000,1848.620803,40.000450,-,-,-,-
2004, 新竹縣,74.000000,102.000000,73.220000,5601.000000,1846.000000,496.824380,1082.000000,9593.000000,0.757919,20.530941,224019.000000,479.445517,1268829.000000,73.387038,201997.000000,1018.407084,5158.045507,2994.000000,5192.430696,176.703444,-,-,-,-
2004, 苗栗縣,77.000000,136.000000,56.530000,4895.000000,4832.000000,570.090610,1414.000000,14727.000000,0.776789,26.268053,254472.000000,453.893119,4741588.000000,73.243579,263725.000000,1123.466805,4299.865872,3837.000000,4161.688231,108.617728,-,-,-,-
2004, 彰化縣,198.000000,335.000000,59.040000,7900.000000,12140.000000,522.852625,2134.000000,19224.000000,1.986232,14.599449,592872.000000,450.249931,8440327.000000,91.178892,708225.000000,2617.840164,3719.561162,42658.000000,5922.366071,13.928097,-,-,-,-
2004, 南投縣,73.000000,114.000000,64.000000,7825.000000,7176.000000,888.784875,2128.000000,19079.000000,0.518211,35.435623,238263.000000,442.528319,7229984.000000,78.589484,254154.000000,974.009895,3863.409226,4048.000000,1252.610840,32.209073,-,-,-,-
2004, 雲林縣,140.000000,184.000000,75.780000,2907.000000,820.000000,184.191278,2231.000000,19313.000000,1.728338,26.212994,302866.000000,411.071539,3772250.000000,94.150972,463736.000000,1430.736737,3107.186690,17058.000000,2309.147910,13.864593,-,-,-,-
2004, 嘉義縣,123.000000,200.000000,61.630000,3096.000000,5444.000000,546.490049,2074.000000,17375.000000,1.090619,31.143407,171755.000000,307.858176,5184484.000000,88.458746,309705.000000,996.717941,3249.030038,17679.000000,1423.221869,8.300364,-,-,-,-
2004, 屏東縣,166.000000,292.000000,57.080000,4149.000000,7695.000000,517.040419,2759.000000,26069.000000,0.994019,28.959152,359301.000000,399.135080,10859001.000000,43.662457,487640.000000,1822.180818,3768.842743,27951.000000,1965.691310,7.199016,-,-,-,-
2004, 臺東縣,73.000000,115.000000,63.320000,1776.000000,2289.000000,683.308119,1279.000000,9719.000000,0.363843,40.432994,99401.000000,413.528142,2363128.000000,76.367978,107420.000000,449.518911,4219.032348,2014.000000,370.519854,18.736781,-,-,-,-
2004, 花蓮縣,163.000000,256.000000,63.600000,2529.000000,2415.000000,508.343872,1336.000000,12023.000000,0.288642,34.435155,165964.000000,475.338609,1869805.000000,81.628187,155965.000000,752.352967,4863.633065,2664.000000,1603.717640,61.398072,-,-,-,-
2004, 澎湖縣,15.000000,17.000000,90.340000,6491.000000,3521.000000,5554.507628,255.000000,2096.000000,2.010025,22.830254,43105.000000,469.512461,1985363.000000,92.366678,39711.000000,193.882793,4912.964968,1430.000000,152.185805,10.925040,-,-,-,-
2004, 基隆市,37.000000,100.000000,37.040000,4009.000000,2024.000000,748.186271,317.000000,3029.000000,2.387787,7.720404,218711.000000,557.456982,1072767.000000,99.227195,180761.000000,848.189634,4711.981390,2388.000000,674.130214,28.277274,-,-,-,-
2004, 新竹市,37.000000,72.000000,51.530000,5353.000000,5220.000000,901.287188,395.000000,4846.000000,3.794560,12.523582,289189.000000,747.354955,990550.000000,97.927122,181987.000000,1071.876087,5931.520028,4435.000000,6847.101044,154.701786,-,-,-,-
2004, 嘉義市,76.000000,122.000000,61.970000,2831.000000,2235.000000,679.061164,512.000000,9152.000000,8.529694,33.853541,214923.000000,795.007047,573562.000000,99.438487,141153.000000,666.341839,4770.369006,2438.000000,466.612370,19.293462,-,-,-,-
2004, 金門縣,-,-,-,-,-,-,-,-,-,-,27491.000000,426.508005,216596.000000,93.943155,19571.000000,127.785316,6567.069199,1337.000000,78.250582,5.932569,-,-,-,-
2004, 連江縣,-,-,-,-,-,-,-,-,-,-,6130.000000,654.984507,41602.000000,96.377818,4033.000000,37.064986,9318.663985,285.000000,26.213689,8.931410,-,-,-,-
2005, 總計,4078.000000,6717.000000,60.710000,-,-,-,-,-,-,-,13615439.000000,597.945103,96582886.000000,91.625169,11198422.000000,57645.091806,5198.241123,298486.000000,117648.278696,39.760077,-,-,-,-
2005, 臺灣地區,4078.000000,6717.000000,60.710000,341968.000000,282893.000000,975.427801,37336.000000,397249.000000,1.036933,17.507843,13581000.000000,598.551577,96324688.000000,91.614443,11174279.000000,57473.141196,5193.916825,296842.000000,117539.120454,39.943629,-,-,-,-
2005, 新北市,484.000000,712.000000,67.870000,67089.000000,49390.000000,1346.813143,2604.000000,29895.000000,1.268655,8.000424,2470621.000000,661.181312,9605887.000000,97.090543,1658728.000000,10645.024586,6462.583027,32212.000000,9220.684593,28.698947,-,-,-,-
2005, 臺北市,516.000000,540.000000,95.530000,104902.000000,47509.000000,2160.182100,1270.000000,19924.000000,4.672559,7.615116,2413882.000000,922.605513,3186177.000000,99.582170,1046058.000000,7915.701420,7599.920906,21051.000000,8503.350134,40.561678,-,-,-,-
2005, 桃園市,184.000000,429.000000,42.960000,20115.000000,9081.000000,506.250098,2176.000000,23277.000000,1.782213,12.379302,1094544.000000,582.106412,2172474.000000,93.686274,884376.000000,5090.272581,5849.082876,14406.000000,20707.907812,144.876397,-,-,-,-
2005, 臺中市,427.000000,820.000000,52.090000,16662.000000,47866.000000,770.457823,4008.000000,52544.000000,1.809565,20.475252,1594815.000000,621.464644,7982397.000000,91.154032,1314090.000000,7168.726085,5522.501518,26313.000000,10482.091522,40.082947,-,-,-,-
2005, 臺南市,478.000000,930.000000,51.380000,18289.000000,19783.000000,698.329197,4253.000000,49284.000000,1.940544,26.455271,1035385.000000,555.786674,12433812.000000,98.687826,1034457.000000,4432.194488,4327.169751,29158.000000,12940.700838,44.636189,-,-,-,-
2005, 高雄市,589.000000,870.000000,67.750000,40153.000000,51183.000000,1211.023528,3553.000000,40012.000000,1.205933,14.531398,1568592.000000,569.674950,7700555.000000,96.561339,1449914.000000,6645.696602,4647.683170,33856.000000,19888.030541,59.015803,-,-,-,-
2005, 宜蘭縣,129.000000,371.000000,34.640000,4171.000000,1415.000000,452.718255,1333.000000,12514.000000,0.621844,27.110874,214931.000000,465.635873,3133546.000000,90.155681,230564.000000,983.200055,4310.768393,4695.000000,1901.815690,40.798363,-,-,-,-
2005, 新竹縣,76.000000,102.000000,74.580000,6065.000000,1846.000000,498.773714,1081.000000,9779.000000,0.757219,20.471993,230394.000000,482.321736,1247851.000000,76.619138,212809.000000,1117.574118,5388.418287,3063.000000,5383.692155,177.767613,-,-,-,-
2005, 苗栗縣,77.000000,136.000000,56.530000,5052.000000,4859.000000,554.306488,1427.000000,15005.000000,0.783930,26.797323,255395.000000,456.108111,4731472.000000,73.905069,268371.000000,1198.799915,4505.953493,3790.000000,4329.337384,113.526613,-,-,-,-
2005, 彰化縣,199.000000,335.000000,59.450000,8212.000000,12140.000000,507.348982,2181.000000,20031.000000,2.029978,15.223137,595152.000000,452.302964,8438768.000000,91.580574,716842.000000,2729.913021,3831.276734,42768.000000,5931.908215,13.887829,-,-,-,-
2005, 南投縣,73.000000,114.000000,64.530000,8005.000000,7176.000000,867.203254,2131.000000,19191.000000,0.518941,35.726253,238453.000000,443.907679,7325767.000000,78.695120,258453.000000,1006.557835,3927.210651,4354.000000,1285.572601,30.601585,-,-,-,-
2005, 雲林縣,140.000000,184.000000,75.900000,3155.000000,826.000000,186.742721,2263.000000,19972.000000,1.753132,27.234669,302561.000000,412.585057,3911819.000000,93.786426,470036.000000,1456.226002,3119.018351,17869.000000,2464.349785,14.111431,-,-,-,-
2005, 嘉義縣,124.000000,200.000000,62.020000,4941.000000,5013.000000,608.866923,2080.000000,17612.000000,1.093773,31.613657,173162.000000,310.826942,5240929.000000,88.988173,313573.000000,1024.871052,3288.648250,18477.000000,1430.350958,7.912108,-,-,-,-
2005, 屏東縣,167.000000,292.000000,57.290000,5833.000000,7549.000000,555.971017,2765.000000,26190.000000,0.996181,29.155071,360412.000000,401.215630,10854065.000000,44.021151,494936.000000,1863.240481,3792.562572,29318.000000,2007.653078,7.011308,-,-,-,-
2005, 臺東縣,73.000000,115.000000,63.620000,1776.000000,2280.000000,649.074237,1305.000000,9876.000000,0.371239,41.332033,99912.000000,418.141565,2393209.000000,77.165684,109119.000000,461.409428,4261.675061,2064.000000,375.479326,18.414876,-,-,-,-
2005, 花蓮縣,164.000000,256.000000,64.290000,2974.000000,2415.000000,531.155749,1419.000000,12937.000000,0.306574,37.250430,165690.000000,477.083081,1869805.000000,82.219592,158614.000000,790.317855,5024.606569,2692.000000,1648.785001,61.567774,-,-,-,-
2005, 澎湖縣,15.000000,17.000000,90.340000,6853.000000,3521.000000,5454.258675,257.000000,2106.000000,2.025790,22.770275,43848.000000,474.088811,1459276.000000,92.559115,40382.000000,203.153968,5072.951893,1469.000000,157.748984,10.882993,-,-,-,-
2005, 基隆市,48.000000,100.000000,48.330000,6049.000000,1598.000000,905.345409,318.000000,3035.000000,2.395320,7.747743,217737.000000,555.838633,1072767.000000,99.282408,181857.000000,894.933022,4935.954762,2379.000000,692.126829,29.038256,-,-,-,-
2005, 新竹市,38.000000,72.000000,52.250000,7743.000000,5220.000000,1062.872042,399.000000,4900.000000,3.832986,12.541849,288431.000000,738.256734,990550.000000,97.760128,186116.000000,1147.925507,6236.979905,4437.000000,7712.637042,173.864676,-,-,-,-
2005, 嘉義市,76.000000,122.000000,62.300000,3929.000000,2223.000000,786.298569,513.000000,9165.000000,8.546354,33.731933,217083.000000,798.977553,573562.000000,99.463013,144984.000000,697.403175,4874.610239,2471.000000,474.897966,19.348053,-,-,-,-
2005, 金門縣,-,-,-,-,-,-,-,-,-,-,28340.000000,403.335990,216596.000000,94.325686,19995.000000,133.032928,6724.608401,1372.000000,83.002410,6.127900,-,-,-,-
2005, 連江縣,-,-,-,-,-,-,-,-,-,-,6099.000000,589.560174,41602.000000,96.810053,4148.000000,38.917682,9514.162572,272.000000,26.155832,9.391681,-,-,-,-
2006, 總計,4202.000000,6856.000000,61.290000,-,-,-,-,-,-,-,13473493.000000,588.965843,96815246.000000,91.874851,11437419.000000,57995.691172,5124.235602,301915.000000,123597.612438,41.171688,2662932.000000,31277728.000000,4043903.000000,116.680000
2006, 臺灣地區,4202.000000,6856.000000,61.290000,366084.000000,282848.000000,1000.618166,38297.000000,410402.000000,1.063623,18.007788,13439160.000000,589.689012,96538512.000000,91.864236,11412912.000000,57820.717998,5119.779436,300258.000000,123481.248025,41.360324,2661171.000000,31161545.000000,4031444.000000,117.030000
2006, 新北市,526.000000,714.000000,73.660000,75693.000000,49819.000000,1442.645110,2625.000000,30572.000000,1.278887,8.115537,2438899.000000,647.421687,8956875.000000,97.161925,1689308.000000,10604.199651,6334.579229,32257.000000,9605.731825,29.799537,287600.000000,4495200.000000,567520.000000,76.650000
2006, 臺北市,518.000000,540.000000,95.940000,112716.000000,48273.000000,2262.635434,1273.000000,19952.000000,4.683596,7.579850,2365525.000000,898.673070,3172700.000000,99.599619,1059040.000000,7819.106554,7428.734010,21242.000000,8818.394381,41.701437,1378632.000000,5895538.000000,751105.000000,525.330000
2006, 桃園市,200.000000,443.000000,45.200000,15948.000000,10667.000000,452.553702,2204.000000,24144.000000,1.805146,12.633159,1091455.000000,571.095266,2172531.000000,94.646605,918341.000000,5102.935303,5661.382572,14542.000000,21169.808230,146.260938,115105.000000,2392173.000000,312810.000000,60.720000
2006, 臺中市,481.000000,947.000000,50.830000,19094.000000,48530.000000,798.547066,4151.000000,55154.000000,1.874128,21.312854,1584848.000000,612.424010,7696231.000000,91.626221,1348040.000000,7252.017570,5448.282067,26379.000000,11916.228807,45.229746,242493.000000,3285570.000000,364080.000000,94.100000
2006, 臺南市,483.000000,930.000000,51.880000,20609.000000,19946.000000,734.933012,4306.000000,50754.000000,1.964727,27.188764,1029764.000000,551.641456,12345132.000000,98.695118,1055110.000000,4532.655843,4338.368517,29384.000000,14064.649826,48.049776,102629.000000,2445722.000000,329745.000000,55.030000
2006, 高雄市,591.000000,870.000000,68.030000,41279.000000,50715.000000,1202.392918,3634.000000,42432.000000,1.233425,15.372910,1556340.000000,563.854531,8036457.000000,96.514554,1485538.000000,6798.193384,4631.786440,33908.000000,20628.794473,60.884229,199434.000000,3622760.000000,458438.000000,72.340000
2006, 宜蘭縣,129.000000,371.000000,34.750000,4197.000000,1380.000000,442.183883,1364.000000,13358.000000,0.636305,29.012263,212596.000000,461.737608,3142553.000000,91.151021,236937.000000,989.984438,4235.218483,4731.000000,1940.880486,41.181423,12891.000000,602767.000000,91383.000000,27.960000
2006, 新竹縣,76.000000,102.000000,74.580000,6074.000000,1886.000000,488.895440,1125.000000,9886.000000,0.788071,20.270991,233988.000000,479.786423,1577633.000000,76.681389,223539.000000,1158.679798,5310.806045,3116.000000,5577.552012,180.532514,19773.000000,545990.000000,97386.000000,40.960000
2006, 苗栗縣,77.000000,136.000000,56.740000,4033.000000,4859.000000,491.097071,1446.000000,15358.000000,0.794368,27.425686,254029.000000,453.634555,5195438.000000,74.596508,274752.000000,1209.529254,4453.979132,3733.000000,4607.065670,122.479481,20818.000000,725438.000000,104721.000000,37.180000
2006, 彰化縣,202.000000,335.000000,60.240000,9690.000000,10124.000000,488.125739,2188.000000,20289.000000,2.036493,15.428498,591373.000000,449.701681,8438587.000000,91.948725,728264.000000,2736.829628,3787.721631,42654.000000,6068.696620,14.208744,80861.000000,1617159.000000,215334.000000,61.470000
2006, 南投縣,63.000000,108.000000,58.020000,8024.000000,7176.000000,854.941223,2090.000000,16282.000000,0.508957,30.421988,236246.000000,441.412169,7885934.000000,78.922469,263082.000000,1012.988174,3884.641200,4647.000000,1379.600434,30.654381,19406.000000,663091.000000,88013.000000,36.190000
2006, 雲林縣,140.000000,184.000000,76.100000,3728.000000,826.000000,209.273471,2362.000000,20797.000000,1.829827,28.548093,299836.000000,411.585609,3891271.000000,93.537317,475906.000000,1464.123241,3095.587765,18500.000000,2640.593790,14.521124,24416.000000,828850.000000,136242.000000,33.400000
2006, 嘉義縣,125.000000,201.000000,62.310000,5524.000000,5444.000000,663.565029,2111.000000,18940.000000,1.110074,34.197540,171337.000000,309.361351,5237234.000000,89.068343,319161.000000,1024.388371,3237.974792,19086.000000,1483.235759,7.897323,15147.000000,586775.000000,101312.000000,27.270000
2006, 屏東縣,168.000000,292.000000,57.730000,5833.000000,7307.000000,540.845349,2769.000000,26608.000000,0.997622,29.778052,356576.000000,399.058133,10794043.000000,44.280976,501040.000000,1884.449789,3784.126905,30457.000000,2096.282270,7.013910,24339.000000,1089628.000000,130968.000000,27.170000
2006, 臺東縣,74.000000,115.000000,63.940000,1728.000000,361.000000,332.093349,1306.000000,9895.000000,0.371524,41.935607,98522.000000,417.542179,1964561.000000,77.615413,110937.000000,465.901891,4234.393891,2082.000000,376.692668,18.171378,9504.000000,305851.000000,24340.000000,40.020000
2006, 花蓮縣,167.000000,256.000000,65.460000,5124.000000,2415.000000,739.320598,1453.000000,13257.000000,0.313920,38.392368,163699.000000,474.073495,1791625.000000,82.548950,162111.000000,799.525822,4985.740569,2730.000000,1672.441829,61.690956,13567.000000,463709.000000,47955.000000,39.180000
2006, 澎湖縣,15.000000,17.000000,90.340000,6491.000000,3507.000000,5102.322021,259.000000,2130.000000,2.041555,23.206406,44108.000000,480.557825,1459276.000000,93.004304,41681.000000,206.835342,5040.891559,1491.000000,161.545432,10.915232,2199.000000,132775.000000,19083.000000,23.870000
2006, 基隆市,49.000000,100.000000,48.800000,6175.000000,997.000000,842.456421,637.000000,6143.000000,4.798172,15.725758,214004.000000,547.839020,1216319.000000,99.306766,183007.000000,893.449960,4897.441019,2391.000000,673.880174,28.254934,38455.000000,578991.000000,84906.000000,98.310000
2006, 新竹市,38.000000,72.000000,52.920000,8932.000000,6209.000000,1223.465719,472.000000,4966.000000,4.531812,12.579891,281540.000000,713.198246,990550.000000,97.647413,190058.000000,1164.883889,6193.324839,4427.000000,8094.614334,182.640215,28350.000000,485142.000000,59260.000000,72.190000
2006, 嘉義市,78.000000,122.000000,63.920000,5192.000000,2407.000000,961.801337,522.000000,9485.000000,8.696290,34.824720,214475.000000,787.457226,573562.000000,99.508378,147060.000000,700.040096,4794.072784,2501.000000,504.559005,20.296018,25552.000000,398416.000000,46843.000000,93.930000
