"年度","縣市","政府部門醫療保健支出","醫療保健支出占政府支出比率(年度)","嬰兒死亡數","孕產婦死亡數","嬰兒死亡率","孕產婦死亡率","法定傳染病患者數","每十萬人法定傳染病患者","現有藥商家數"
2008, 花蓮縣,300611.000000,1.927161,34.000000,-,12.300000,-,684.000000,199.785318,687.000000
2008, 澎湖縣,262272.000000,3.411804,1.000000,-,1.400000,-,150.000000,161.552628,63.000000
2008, 基隆市,268973.000000,1.747326,17.000000,-,6.200000,-,581.000000,149.093634,769.000000
2008, 新竹市,126272.000000,0.757136,24.000000,1.000000,4.600000,19.200000,387.000000,96.220068,963.000000
2008, 嘉義市,100144.000000,0.951200,9.000000,-,4.300000,-,253.000000,92.526899,907.000000
2008, 金門縣,205713.000000,2.171893,1.000000,-,1.000000,-,104.000000,125.212952,77.000000
2008, 連江縣,289087.000000,11.859746,1.000000,-,10.000000,-,21.000000,213.187148,4.000000
2009, 總計,15371875.000000,1.771132,778.000000,16.000000,4.000000,8.300000,29843.000000,129.311382,58524.000000
2009, 臺灣地區,14852725.000000,1.742076,776.000000,16.000000,4.100000,8.400000,29740.000000,129.420387,58432.000000
2009, 新北市,1215274.000000,1.229069,120.000000,4.000000,3.700000,12.400000,5527.000000,143.420925,8657.000000
2009, 臺北市,4619345.000000,2.970198,69.000000,-,3.500000,-,3351.000000,128.136716,10377.000000
2009, 桃園市,575975.000000,1.198049,56.000000,2.000000,3.000000,10.700000,2368.000000,120.280343,4283.000000
2009, 臺中市,806170.000000,1.086712,102.000000,3.000000,4.500000,13.100000,2861.000000,108.786724,7736.000000
2009, 臺南市,880486.000000,1.477013,59.000000,1.000000,4.100000,7.000000,1922.000000,102.550121,4743.000000
2009, 高雄市,1944152.000000,1.648420,98.000000,1.000000,4.600000,4.700000,4356.000000,157.257992,7752.000000
2009, 宜蘭縣,295912.000000,1.481107,17.000000,-,4.600000,-,606.000000,131.378269,903.000000
2009, 新竹縣,313616.000000,1.444246,25.000000,1.000000,4.100000,16.500000,504.000000,99.393091,994.000000
2009, 苗栗縣,415635.000000,1.557208,22.000000,-,4.700000,-,515.000000,91.788822,986.000000
2009, 彰化縣,551163.000000,1.422375,51.000000,1.000000,4.100000,8.100000,1527.000000,116.325043,2747.000000
2009, 南投縣,390451.000000,1.515125,16.000000,-,4.100000,-,649.000000,122.155853,1211.000000
2009, 雲林縣,355522.000000,1.263457,21.000000,1.000000,3.600000,17.000000,970.000000,134.119708,1436.000000
2009, 嘉義縣,425405.000000,1.838932,13.000000,1.000000,3.100000,23.600000,579.000000,105.613860,978.000000
2009, 屏東縣,657535.000000,2.169890,37.000000,-,5.800000,-,1576.000000,178.333196,1807.000000
2009, 臺東縣,339239.000000,2.752528,16.000000,-,8.300000,-,432.000000,186.068147,392.000000
2009, 花蓮縣,298355.000000,1.857911,20.000000,-,7.600000,-,750.000000,219.813393,682.000000
2009, 澎湖縣,252822.000000,3.307378,1.000000,-,1.300000,-,93.000000,98.143712,72.000000
2009, 基隆市,268917.000000,1.335122,9.000000,-,3.500000,-,489.000000,125.820147,790.000000
2009, 新竹市,128770.000000,0.804424,17.000000,1.000000,3.200000,18.600000,414.000000,101.351599,968.000000
2009, 嘉義市,117981.000000,1.006908,7.000000,-,3.500000,-,251.000000,91.663715,918.000000
2009, 金門縣,287938.000000,2.266765,2.000000,-,1.900000,-,90.000000,100.912134,85.000000
2009, 連江縣,231212.000000,8.817266,-,-,-,-,13.000000,132.154112,7.000000
2010, 總計,15789925.000000,1.790154,705.000000,7.000000,4.200000,4.200000,29320.000000,126.701813,60222.000000
2010, 臺灣地區,15330365.000000,1.764012,703.000000,6.000000,4.200000,3.600000,29207.000000,126.791629,60125.000000
2010, 新北市,1138025.000000,1.120332,100.000000,2.000000,3.600000,7.300000,5156.000000,132.698153,8889.000000
2010, 臺北市,4815917.000000,2.967669,71.000000,1.000000,3.800000,5.400000,3301.000000,126.325055,10561.000000
2010, 桃園市,500752.000000,1.030828,68.000000,1.000000,4.300000,6.300000,2211.000000,111.082027,4437.000000
2010, 臺中市,863392.000000,1.114278,78.000000,1.000000,4.000000,5.100000,2688.000000,101.737640,8073.000000
2010, 臺南市,890215.000000,1.375121,52.000000,-,4.500000,-,2426.000000,129.414275,4908.000000
2010, 高雄市,1902378.000000,1.640663,82.000000,-,4.400000,-,4799.000000,173.112545,8037.000000
2010, 宜蘭縣,441523.000000,2.218806,20.000000,1.000000,5.800000,29.000000,546.000000,118.423921,915.000000
2010, 新竹縣,322550.000000,1.457283,37.000000,-,7.600000,-,497.000000,97.080077,1073.000000
2010, 苗栗縣,456783.000000,1.623592,27.000000,-,6.400000,-,481.000000,85.685376,1016.000000
2010, 彰化縣,542860.000000,1.486388,31.000000,-,2.900000,-,1277.000000,97.490107,2737.000000
2010, 南投縣,404849.000000,1.678124,13.000000,-,3.800000,-,617.000000,116.710725,1251.000000
2010, 雲林縣,383628.000000,1.677593,18.000000,-,3.500000,-,850.000000,118.018839,1459.000000
2010, 嘉義縣,463556.000000,1.754637,9.000000,-,2.600000,-,576.000000,105.594685,995.000000
2010, 屏東縣,643606.000000,1.785724,35.000000,-,6.700000,-,1333.000000,151.809442,1843.000000
2010, 臺東縣,435664.000000,2.706298,14.000000,-,8.200000,-,435.000000,187.836000,409.000000
2010, 花蓮縣,318061.000000,2.059493,15.000000,-,6.400000,-,764.000000,224.782242,687.000000
2010, 澎湖縣,257485.000000,3.371451,2.000000,-,3.000000,-,86.000000,89.060105,74.000000
2010, 基隆市,264272.000000,1.526201,13.000000,-,6.100000,-,519.000000,134.376760,788.000000
2010, 新竹市,163126.000000,1.095836,12.000000,-,2.500000,-,391.000000,94.566536,1025.000000
2010, 嘉義市,121723.000000,1.113741,6.000000,-,3.400000,-,254.000000,92.997541,948.000000
2010, 金門縣,231087.000000,2.282917,2.000000,1.000000,1.900000,96.000000,93.000000,97.297128,89.000000
2010, 連江縣,228473.000000,7.994017,-,-,-,-,20.000000,201.379449,8.000000
2011, 總計,16930844.000000,1.716619,832.000000,10.000000,4.200000,5.000000,28893.000000,124.573601,63274.000000
2011, 臺灣地區,16583504.000000,1.708271,827.000000,10.000000,4.197288,5.000000,28733.000000,124.477594,63162.000000
2011, 新北市,1318165.000000,0.903478,121.000000,1.000000,3.500000,2.900000,5265.000000,134.761265,9598.000000
2011, 臺北市,4951963.000000,2.861869,96.000000,-,3.800000,-,3176.000000,120.537256,10936.000000
2011, 桃園市,584824.000000,1.022868,71.000000,2.000000,3.900000,11.000000,2369.000000,117.996745,4688.000000
2011, 臺中市,912658.000000,0.941979,108.000000,1.000000,4.500000,4.100000,2600.000000,97.876586,8439.000000
2011, 臺南市,1207472.000000,1.556445,64.000000,1.000000,4.500000,7.000000,1914.000000,102.059479,5055.000000
2011, 高雄市,2286353.000000,1.804376,83.000000,-,3.800000,-,4721.000000,170.188897,8395.000000
2011, 宜蘭縣,363798.000000,1.778776,14.000000,-,3.900000,-,572.000000,124.409084,942.000000
2011, 新竹縣,317454.000000,1.377743,21.000000,1.000000,3.800000,18.100000,489.000000,94.891021,1164.000000
2011, 苗栗縣,440907.000000,1.665951,37.000000,-,7.200000,-,409.000000,72.842033,1081.000000
2011, 彰化縣,573775.000000,1.568690,43.000000,2.000000,3.600000,16.800000,1292.000000,98.991505,2886.000000
2011, 南投縣,403288.000000,1.917629,21.000000,-,6.000000,-,630.000000,120.080282,1334.000000
2011, 雲林縣,417599.000000,1.662803,29.000000,1.000000,5.300000,18.300000,821.000000,114.728177,1496.000000
2011, 嘉義縣,483643.000000,2.255327,16.000000,-,4.400000,-,623.000000,115.243389,1035.000000
2011, 屏東縣,674170.000000,1.873168,44.000000,-,8.100000,-,1500.000000,172.608424,1927.000000
2011, 臺東縣,433695.000000,3.074373,7.000000,-,4.000000,-,431.000000,187.814704,441.000000
2011, 花蓮縣,319456.000000,1.931744,13.000000,-,5.000000,-,610.000000,180.568732,710.000000
2011, 澎湖縣,269182.000000,3.205504,4.000000,-,4.900000,-,167.000000,172.098416,79.000000
2011, 基隆市,312334.000000,1.773648,15.000000,-,7.600000,-,534.000000,139.779416,825.000000
2011, 新竹市,189032.000000,1.220302,17.000000,1.000000,3.100000,18.400000,362.000000,86.665486,1120.000000
2011, 嘉義市,123736.000000,1.101352,3.000000,-,1.600000,-,248.000000,91.190551,1011.000000
2011, 金門縣,222235.000000,1.833289,5.000000,-,4.300000,-,118.000000,117.268829,104.000000
2011, 連江縣,125105.000000,3.689551,-,-,-,-,42.000000,418.952618,8.000000
2012, 總計,17835214.000000,1.788143,860.000000,20.000000,3.700000,8.500000,28252.000000,121.407625,64024.000000
2012, 臺灣地區,17381122.000000,1.766694,857.000000,20.000000,3.700000,8.500000,28119.000000,121.458266,63913.000000
2012, 新北市,1420959.000000,0.948150,128.000000,3.000000,3.100000,7.200000,5136.000000,130.757625,9942.000000
2012, 臺北市,5004404.000000,2.842196,105.000000,3.000000,3.500000,9.900000,3035.000000,114.007867,10738.000000
2012, 桃園市,621023.000000,1.069004,80.000000,2.000000,3.900000,9.800000,2303.000000,113.912173,4848.000000
2012, 臺中市,1037717.000000,1.038929,119.000000,4.000000,4.100000,13.800000,2560.000000,95.713690,8494.000000
2012, 臺南市,1258763.000000,1.524215,73.000000,1.000000,1.000000,5.500000,2587.000000,137.657455,5103.000000
2012, 高雄市,2473184.000000,1.980291,90.000000,-,3.500000,-,4161.000000,149.861456,8570.000000
2012, 宜蘭縣,393508.000000,2.039338,11.000000,1.000000,2.800000,25.000000,542.000000,118.127054,964.000000
2012, 新竹縣,353813.000000,1.587335,31.000000,-,4.900000,-,455.000000,87.362740,1225.000000
2012, 苗栗縣,485173.000000,1.736781,24.000000,-,3.800000,-,465.000000,82.594277,1109.000000
2012, 彰化縣,574439.000000,1.455209,44.000000,3.000000,3.100000,21.400000,1276.000000,98.044225,2857.000000
2012, 南投縣,424535.000000,1.962860,11.000000,1.000000,2.600000,24.000000,659.000000,126.365888,1354.000000
2012, 雲林縣,431122.000000,1.742980,22.000000,-,3.500000,-,773.000000,108.525728,1486.000000
2012, 嘉義縣,482550.000000,2.195547,9.000000,1.000000,2.300000,25.100000,533.000000,99.471383,1050.000000
2012, 屏東縣,836552.000000,2.548369,35.000000,-,5.500000,-,1290.000000,149.741435,1902.000000
2012, 臺東縣,423750.000000,2.982295,10.000000,-,5.300000,-,458.000000,201.521532,442.000000
2012, 花蓮縣,328628.000000,2.007912,15.000000,-,5.300000,-,667.000000,198.503634,721.000000
2012, 澎湖縣,267444.000000,3.057654,3.000000,-,3.000000,-,125.000000,127.551020,95.000000
2012, 基隆市,269607.000000,1.662317,10.000000,-,4.100000,-,498.000000,131.558092,818.000000
2012, 新竹市,173075.000000,1.057984,23.000000,1.000000,3.700000,16.000000,351.000000,83.064832,1182.000000
2012, 嘉義市,120876.000000,1.166191,14.000000,-,6.500000,-,245.000000,90.281642,1013.000000
2012, 金門縣,330861.000000,3.144678,3.000000,-,2.000000,-,104.000000,95.855185,103.000000
2012, 連江縣,123231.000000,4.011332,-,-,-,-,29.000000,270.825551,8.000000
2013, 總計,18359402.000000,1.859010,767.000000,18.000000,3.900000,9.200000,26602.000000,113.953209,65280.000000
2013, 臺灣地區,17828289.000000,1.831303,764.000000,18.000000,3.800000,9.200000,26481.000000,114.063479,65164.000000
2013, 新北市,1656611.000000,1.128835,135.000000,4.000000,3.800000,11.400000,5045.000000,127.814808,10236.000000
2013, 臺北市,5059557.000000,2.983577,100.000000,2.000000,3.800000,7.600000,3204.000000,119.557994,11021.000000
2013, 桃園市,660090.000000,1.143281,63.000000,1.000000,3.800000,6.100000,2363.000000,115.998688,5133.000000
2013, 臺中市,1052984.000000,0.961295,80.000000,-,3.300000,-,2437.000000,90.484566,8394.000000
2013, 臺南市,1425762.000000,1.829851,47.000000,1.000000,3.200000,6.900000,1740.000000,92.433888,5130.000000
2013, 高雄市,2182336.000000,1.787747,100.000000,4.000000,4.700000,18.900000,3451.000000,124.169386,8760.000000
2013, 宜蘭縣,371908.000000,1.880313,15.000000,-,4.400000,-,540.000000,117.768805,984.000000
2013, 新竹縣,353909.000000,1.754655,26.000000,-,4.900000,-,441.000000,83.643202,1274.000000
2013, 苗栗縣,664623.000000,2.466853,22.000000,2.000000,4.100000,37.000000,401.000000,71.002984,1133.000000
2013, 彰化縣,612513.000000,1.574862,26.000000,-,2.300000,-,1154.000000,88.910085,2896.000000
2013, 南投縣,424134.000000,1.903278,22.000000,1.000000,6.600000,29.900000,579.000000,111.623280,1388.000000
2013, 雲林縣,424011.000000,1.658173,17.000000,-,3.400000,-,757.000000,106.711174,1504.000000
2013, 嘉義縣,505076.000000,2.301341,12.000000,1.000000,3.900000,32.800000,489.000000,92.007918,1069.000000
2013, 屏東縣,736911.000000,2.334304,30.000000,-,6.000000,-,1666.000000,194.770995,1916.000000
2013, 臺東縣,493232.000000,3.539775,15.000000,1.000000,9.200000,61.700000,389.000000,172.477626,438.000000
2013, 花蓮縣,354981.000000,2.093239,17.000000,-,6.500000,-,593.000000,177.256470,686.000000
2013, 澎湖縣,261656.000000,2.889251,1.000000,-,1.200000,-,187.000000,187.710484,98.000000
2013, 基隆市,275535.000000,1.714794,9.000000,-,4.200000,-,435.000000,115.681183,833.000000
2013, 新竹市,174921.000000,1.079362,19.000000,1.000000,3.800000,19.900000,367.000000,85.993388,1247.000000
2013, 嘉義市,137539.000000,1.303092,8.000000,-,4.200000,-,243.000000,89.652679,1024.000000
2013, 金門縣,406354.000000,3.751219,3.000000,-,2.300000,-,100.000000,85.534419,108.000000
2013, 連江縣,124759.000000,3.865649,-,-,-,-,21.000000,178.913738,8.000000
2014, 總計,18821283.899000,1.882981,763.000000,14.000000,3.600000,6.600000,43241.000000,184.761897,66678.000000
2014, 臺灣地區,18283411.899000,1.855989,761.000000,14.000000,3.628600,6.700000,43124.000000,185.343400,66556.000000
2014, 新北市,2079129.125000,1.345946,147.000000,3.000000,3.800000,7.800000,5513.000000,139.186470,10266.000000
2014, 臺北市,4958414.000000,2.960171,110.000000,-,3.800000,-,3408.000000,126.483833,11422.000000
2014, 桃園市,954703.000000,1.521188,69.000000,4.000000,3.900000,22.900000,2509.000000,122.320104,5352.000000
2014, 臺中市,1140980.000000,1.088005,88.000000,4.000000,3.300000,15.200000,2669.000000,98.459908,8582.000000
2014, 臺南市,1166341.000000,1.586397,39.000000,-,2.500000,-,2047.000000,108.666455,5260.000000
2014, 高雄市,2078248.000000,1.645933,96.000000,1.000000,4.200000,4.400000,18766.000000,675.173313,8909.000000
2014, 宜蘭縣,356185.000000,1.801462,7.000000,-,2.000000,-,564.000000,122.978567,1001.000000
2014, 新竹縣,346359.000000,1.496175,23.000000,-,4.000000,-,451.000000,84.447757,1338.000000
2014, 苗栗縣,591919.000000,2.237407,25.000000,-,4.100000,-,403.000000,71.158291,1117.000000
2014, 彰化縣,653863.000000,1.586856,35.000000,2.000000,2.900000,16.500000,1269.000000,98.087449,2948.000000
2014, 南投縣,425408.000000,1.961166,14.000000,-,3.900000,-,597.000000,115.749605,1382.000000
2014, 雲林縣,488782.000000,1.835311,20.000000,-,3.700000,-,815.000000,115.345314,1505.000000
2014, 嘉義縣,504229.000000,2.301330,10.000000,-,3.300000,-,497.000000,94.306327,1092.000000
2014, 屏東縣,751026.774000,2.418124,23.000000,-,4.300000,-,1384.000000,162.804089,1928.000000
2014, 臺東縣,576791.000000,4.058156,7.000000,-,4.000000,-,398.000000,177.168027,449.000000
2014, 花蓮縣,365602.000000,2.139190,18.000000,-,6.800000,-,592.000000,177.434365,700.000000
2014, 澎湖縣,289366.000000,3.454693,5.000000,-,5.400000,-,190.000000,187.971784,103.000000
2014, 基隆市,277964.000000,1.667862,7.000000,-,3.300000,-,454.000000,121.391835,838.000000
2014, 新竹市,155461.000000,0.922724,12.000000,-,2.200000,-,342.000000,79.491348,1322.000000
2014, 嘉義市,122641.000000,1.152524,6.000000,-,2.800000,-,256.000000,94.507665,1042.000000
2014, 金門縣,414676.000000,3.633573,1.000000,-,0.700000,-,94.000000,75.673413,114.000000
2014, 連江縣,123196.000000,4.063927,1.000000,-,5.500000,-,23.000000,186.453731,8.000000
