"年度","縣市","公教人員人數","公教人員大專畢業以上程度人數","女性公教人員人數","行政機關公務人員數","公教人員占總人口比率","公教人員人力素質－大專以上","女性公教人員占公教人員比率","公教人員之平均年齡","行政機關公務人員占公教人員比率"
2007, 基隆市,5630.000000,4852.000000,2917.000000,2531.000000,1.442122,86.181172,51.811723,39.860000,44.955595
2007, 新竹市,5254.000000,4686.000000,3280.000000,2101.000000,1.316676,89.189189,62.428626,39.590000,39.988580
2007, 嘉義市,3755.000000,3228.000000,1942.000000,1798.000000,1.375080,85.965379,51.717710,40.060000,47.882823
2007, 金門縣,1523.000000,1276.000000,518.000000,845.000000,1.867635,83.782009,34.011819,43.049902,55.482600
2007, 連江縣,544.000000,360.000000,188.000000,329.000000,5.469535,66.176471,34.558824,39.818015,60.477941
2008, 總計,315796.000000,277940.000000,166921.000000,136764.000000,1.370819,88.012514,52.857224,40.691017,43.307705
2008, 臺灣地區,313670.000000,276206.000000,166160.000000,135563.000000,1.367188,88.056237,52.972870,40.613088,43.218350
2008, 新北市,39571.000000,36071.000000,21799.000000,15084.000000,1.032180,91.155139,55.088322,39.120000,38.118824
2008, 臺北市,51752.000000,47089.000000,29026.000000,23855.000000,1.973066,90.989720,56.086721,40.616517,46.094837
2008, 桃園市,22690.000000,20761.000000,12733.000000,7952.000000,1.158430,91.498457,56.117232,38.690000,35.046276
2008, 臺中市,32593.000000,29200.000000,17824.000000,12592.000000,1.242077,89.589789,54.686589,40.025000,38.634063
2008, 臺南市,22429.000000,19365.000000,11439.000000,9987.000000,1.197487,86.339115,51.000936,41.245000,44.527175
2008, 高雄市,39666.000000,34378.000000,21132.000000,17353.000000,1.432475,86.668684,53.274845,41.092251,43.747794
2008, 宜蘭縣,7074.000000,6113.000000,3429.000000,3287.000000,1.534817,86.415041,48.473282,40.100000,46.465932
2008, 新竹縣,7032.000000,6238.000000,4103.000000,2970.000000,1.397254,88.708760,58.347554,40.330000,42.235495
2008, 苗栗縣,7891.000000,6797.000000,3974.000000,3544.000000,1.408109,86.136104,50.361171,40.790000,44.911925
2008, 彰化縣,15919.000000,13886.000000,8028.000000,6891.000000,1.212474,87.229097,50.430303,40.340000,43.287895
2008, 南投縣,8392.000000,7117.000000,3953.000000,3873.000000,1.578176,84.806959,47.104385,41.210000,46.151096
2008, 雲林縣,9638.000000,8159.000000,4740.000000,4532.000000,1.331815,84.654493,49.180328,40.920000,47.022204
2008, 嘉義縣,7888.000000,6637.000000,3714.000000,3897.000000,1.437499,84.140467,47.084178,40.760000,49.404158
2008, 屏東縣,12326.000000,10165.000000,5881.000000,5579.000000,1.393023,82.467954,47.712153,41.550000,45.262048
2008, 臺東縣,5229.000000,4136.000000,2280.000000,2787.000000,2.255347,79.097342,43.602983,41.260000,53.298910
2008, 花蓮縣,6271.000000,5172.000000,2985.000000,3173.000000,1.836671,82.474884,47.600064,41.620000,50.597991
2008, 澎湖縣,2728.000000,2115.000000,983.000000,1756.000000,2.923651,77.529326,36.033724,41.100000,64.369501
2008, 基隆市,5548.000000,4821.000000,2881.000000,2523.000000,1.426298,86.896179,51.928623,40.380000,45.475847
2008, 新竹市,5311.000000,4763.000000,3324.000000,2146.000000,1.310158,89.681793,62.587083,40.010000,40.406703
2008, 嘉義市,3722.000000,3223.000000,1932.000000,1782.000000,1.359421,86.593229,51.907577,40.580000,47.877485
2008, 金門縣,1563.000000,1329.000000,565.000000,868.000000,1.848173,85.028791,36.148433,42.980806,55.534229
2008, 連江縣,563.000000,405.000000,196.000000,333.000000,5.771399,71.936057,34.813499,40.193606,59.147425
2009, 總計,317266.000000,281642.000000,167667.000000,139446.000000,1.372271,88.771567,52.847453,41.142219,43.952393
2009, 臺灣地區,315127.000000,279869.000000,166894.000000,138235.000000,1.369162,88.811495,52.960870,41.062396,43.866441
2009, 新北市,40525.000000,37218.000000,22281.000000,16184.000000,1.046170,91.839605,54.980876,39.480000,39.935842
2009, 臺北市,51640.000000,47220.000000,28814.000000,24146.000000,1.980496,91.440744,55.797831,40.961406,46.758327
2009, 桃園市,22907.000000,21098.000000,12907.000000,8091.000000,1.157631,92.102851,56.345222,39.100000,35.321081
2009, 臺中市,32707.000000,29497.000000,17872.000000,12763.000000,1.240894,90.185587,54.642737,40.515000,39.022228
2009, 臺南市,22460.000000,19537.000000,11483.000000,10164.000000,1.197607,86.985752,51.126447,41.660000,45.253785
2009, 高雄市,39496.000000,34514.000000,21040.000000,17462.000000,1.425392,87.386064,53.271217,41.526848,44.212072
2009, 宜蘭縣,7061.000000,6166.000000,3443.000000,3312.000000,1.529597,87.324742,48.760799,40.650000,46.905537
2009, 新竹縣,7127.000000,6378.000000,4177.000000,3020.000000,1.395038,89.490669,58.608110,40.740000,42.374070
2009, 苗栗縣,7892.000000,6880.000000,3977.000000,3589.000000,1.404910,87.176888,50.392803,41.260000,45.476432
2009, 彰化縣,15946.000000,14003.000000,8046.000000,6959.000000,1.214964,87.815126,50.457795,40.910000,43.641039
2009, 南投縣,8392.000000,7171.000000,3933.000000,3953.000000,1.580938,85.450429,46.866063,41.830000,47.104385
2009, 雲林縣,9751.000000,8384.000000,4816.000000,4596.000000,1.349069,85.980925,49.389806,41.190000,47.133627
2009, 嘉義縣,8036.000000,6875.000000,3795.000000,3963.000000,1.467184,85.552514,47.224988,41.030000,49.315580
2009, 屏東縣,12399.000000,10323.000000,5922.000000,5720.000000,1.404763,83.256714,47.761916,42.010000,46.132753
2009, 臺東縣,5254.000000,4211.000000,2306.000000,2823.000000,2.259814,80.148458,43.890369,41.660000,53.730491
2009, 花蓮縣,6223.000000,5246.000000,2978.000000,3188.000000,1.825119,84.300177,47.854732,42.240000,51.229311
2009, 澎湖縣,2720.000000,2130.000000,984.000000,1754.000000,2.827149,78.308824,36.176471,41.770000,64.485294
2009, 基隆市,5574.000000,4966.000000,2892.000000,2572.000000,1.435410,89.092214,51.883746,40.860000,46.142806
2009, 新竹市,5282.000000,4790.000000,3303.000000,2157.000000,1.283325,90.685346,62.533131,40.290000,40.836804
2009, 嘉義市,3735.000000,3262.000000,1925.000000,1819.000000,1.363831,87.336011,51.539491,41.050000,48.701473
2009, 金門縣,1579.000000,1362.000000,580.000000,874.000000,1.683315,86.257125,36.732109,43.150728,55.351488
2009, 連江縣,560.000000,411.000000,193.000000,337.000000,5.645730,73.392857,34.464286,40.969643,60.178571
2010, 總計,317572.000000,285273.000000,168078.000000,140914.000000,1.371083,89.829393,52.925951,41.375620,44.372300
2010, 臺灣地區,315433.000000,283477.000000,167298.000000,139693.000000,1.368187,89.869164,53.037571,41.280869,44.286108
2010, 新北市,41467.000000,38433.000000,22600.000000,17243.000000,1.063975,92.683339,54.501170,39.521065,41.582463
2010, 臺北市,51405.000000,47405.000000,28579.000000,24030.000000,1.962943,92.218656,55.595759,41.059877,46.746425
2010, 桃園市,23058.000000,21394.000000,13045.000000,8160.000000,1.151714,92.783416,56.574725,39.361501,35.389019
2010, 臺中市,32723.000000,29863.000000,17909.000000,12897.000000,1.235567,91.259970,54.729090,40.780965,39.412646
2010, 臺南市,22366.000000,19762.000000,11480.000000,10237.000000,1.193621,88.357328,51.327908,41.823893,45.770366
2010, 高雄市,39326.000000,34687.000000,21013.000000,17527.000000,1.417928,88.203733,53.432843,41.752114,44.568479
2010, 宜蘭縣,7033.000000,6232.000000,3442.000000,3326.000000,1.527299,88.610835,48.940708,40.973624,47.291341
2010, 新竹縣,7180.000000,6504.000000,4262.000000,3042.000000,1.399569,90.584958,59.359331,40.935585,42.367688
2010, 苗栗縣,7927.000000,7038.000000,4022.000000,3658.000000,1.413093,88.785165,50.737984,41.413839,46.146083
2010, 彰化縣,15876.000000,14132.000000,8044.000000,6988.000000,1.214424,89.014865,50.667674,41.177091,44.016125
2010, 南投縣,8318.000000,7186.000000,3908.000000,3949.000000,1.579894,86.390959,46.982448,42.189829,47.475355
2010, 雲林縣,9707.000000,8493.000000,4815.000000,4625.000000,1.352604,87.493561,49.603379,41.353662,47.646029
2010, 嘉義縣,8025.000000,6988.000000,3803.000000,3970.000000,1.477226,87.077882,47.389408,41.259502,49.470405
2010, 屏東縣,12300.000000,10408.000000,5909.000000,5700.000000,1.408114,84.617886,48.040650,42.248984,46.341463
2010, 臺東縣,5279.000000,4327.000000,2333.000000,2865.000000,2.288521,81.966281,44.193976,41.890510,54.271642
2010, 花蓮縣,6203.000000,5342.000000,2994.000000,3193.000000,1.830847,86.119620,48.266968,42.369418,51.475093
2010, 澎湖縣,2732.000000,2208.000000,1011.000000,1745.000000,2.818878,80.819912,37.005857,41.920754,63.872621
2010, 基隆市,5509.000000,4961.000000,2869.000000,2570.000000,1.434135,90.052641,52.078417,41.290162,46.650935
2010, 新竹市,5294.000000,4833.000000,3327.000000,2165.000000,1.274606,91.292029,62.844730,40.601152,40.895353
2010, 嘉義市,3705.000000,3281.000000,1933.000000,1803.000000,1.360182,88.556005,52.172740,41.179487,48.663968
2010, 金門縣,1583.000000,1383.000000,587.000000,882.000000,1.625858,87.365761,37.081491,43.083386,55.716993
2010, 連江縣,556.000000,413.000000,193.000000,339.000000,5.591311,74.280576,34.712230,41.847122,60.971223
2011, 總計,313745.000000,285035.000000,167621.000000,140897.000000,1.350899,90.849257,53.425871,41.860909,44.908126
2011, 臺灣地區,311603.000000,283210.000000,166812.000000,139686.000000,1.348293,90.888085,53.533503,41.717000,44.828195
2011, 新北市,41392.000000,38782.000000,22660.000000,17442.000000,1.056875,93.694434,54.744878,39.900000,42.138578
2011, 臺北市,48827.000000,45307.000000,27867.000000,23575.000000,1.841856,92.790874,57.072931,42.010000,48.282712
2011, 桃園市,23209.000000,21718.000000,13169.000000,8308.000000,1.152781,93.575768,56.740919,39.960000,35.796458
2011, 臺中市,33055.000000,30479.000000,18201.000000,13436.000000,1.240620,92.206928,55.062774,41.310000,40.647406
2011, 臺南市,22262.000000,19960.000000,11522.000000,10406.000000,1.186067,89.659509,51.756356,42.080000,46.743329
2011, 高雄市,38773.000000,34712.000000,20764.000000,17426.000000,1.397492,89.526217,53.552730,42.210000,44.943646
2011, 宜蘭縣,6968.000000,6252.000000,3435.000000,3290.000000,1.517881,89.724455,49.296785,41.620000,47.215844
2011, 新竹縣,7133.000000,6513.000000,4279.000000,3032.000000,1.377982,91.308005,59.988785,41.390000,42.506659
2011, 苗栗縣,7957.000000,7174.000000,4157.000000,3635.000000,1.415811,90.159608,52.243308,41.610000,45.683046
2011, 彰化縣,15663.000000,14103.000000,8007.000000,6825.000000,1.202036,90.040222,51.120475,41.660000,43.574028
2011, 南投縣,8190.000000,7157.000000,3898.000000,3880.000000,1.566544,87.387057,47.594628,42.810000,47.374847
2011, 雲林縣,9650.000000,8571.000000,4828.000000,4575.000000,1.352382,88.818653,50.031088,41.610000,47.409326
2011, 嘉義縣,7935.000000,7029.000000,3809.000000,3896.000000,1.475066,88.582231,48.002520,41.690000,49.098929
2011, 屏東縣,12171.000000,10437.000000,5877.000000,5699.000000,1.407819,85.753019,48.286912,42.730000,46.824419
2011, 臺東縣,5278.000000,4436.000000,2335.000000,2881.000000,2.311972,84.046987,44.240243,41.900000,54.585070
2011, 花蓮縣,6102.000000,5331.000000,2957.000000,3172.000000,1.811553,87.364798,48.459521,42.700000,51.982956
2011, 澎湖縣,2664.000000,2186.000000,981.000000,1707.000000,2.741954,82.057057,36.824324,42.540000,64.076577
2011, 基隆市,5405.000000,4910.000000,2806.000000,2557.000000,1.422642,90.841813,51.914894,41.840000,47.308048
2011, 新竹市,5297.000000,4871.000000,3335.000000,2147.000000,1.261034,91.957712,62.960166,41.110000,40.532377
2011, 嘉義市,3672.000000,3282.000000,1925.000000,1797.000000,1.352357,89.379085,52.423747,41.660000,48.937908
2011, 金門縣,1575.000000,1395.000000,609.000000,867.000000,1.516129,88.571429,38.666667,43.770000,55.047619
2011, 連江縣,567.000000,430.000000,200.000000,344.000000,5.610528,75.837743,35.273369,42.830000,60.670194
2012, 總計,313716.000000,287884.000000,169223.000000,141163.000000,1.345507,91.765801,53.941463,41.623005,44.997067
2012, 臺灣地區,311586.000000,286046.000000,168407.000000,139959.000000,1.343541,91.803226,54.048321,41.878995,44.918257
2012, 新北市,41725.000000,39359.000000,23064.000000,17847.000000,1.059197,94.329539,55.276213,39.987238,42.772918
2012, 臺北市,48241.000000,45097.000000,27611.000000,23177.000000,1.804599,93.482722,57.235547,42.036079,48.044195
2012, 桃園市,23639.000000,22297.000000,13562.000000,8567.000000,1.164390,94.322941,57.371293,40.227061,36.240958
2012, 臺中市,33346.000000,31014.000000,18497.000000,13759.000000,1.241986,93.006657,55.469921,41.468317,41.261321
2012, 臺南市,22309.000000,20259.000000,11741.000000,10336.000000,1.185612,90.810883,52.628984,42.055000,46.331077
2012, 高雄市,38676.000000,34993.000000,20850.000000,17392.000000,1.391894,90.477299,53.909401,42.176673,44.968456
2012, 宜蘭縣,6965.000000,6314.000000,3505.000000,3262.000000,1.518769,90.653266,50.323044,41.881551,46.834171
2012, 新竹縣,7103.000000,6549.000000,4327.000000,3004.000000,1.355552,92.200479,60.917922,41.638392,42.291989
2012, 苗栗縣,7962.000000,7273.000000,4209.000000,3641.000000,1.411762,91.346395,52.863602,41.753956,45.729716
2012, 彰化縣,15704.000000,14290.000000,8118.000000,6863.000000,1.208123,90.995925,51.693836,41.799701,43.702241
2012, 南投縣,8103.000000,7184.000000,3898.000000,3838.000000,1.557682,88.658522,48.105640,43.011230,47.365173
2012, 雲林縣,9538.000000,8567.000000,4809.000000,4544.000000,1.341508,89.819669,50.419375,41.933844,47.641015
2012, 嘉義縣,7879.000000,7067.000000,3824.000000,3912.000000,1.476234,89.694124,48.534078,41.964399,49.650971
2012, 屏東縣,12104.000000,10542.000000,5925.000000,5710.000000,1.409998,87.095175,48.950760,42.899868,47.174488
2012, 臺東縣,5257.000000,4511.000000,2401.000000,2827.000000,2.323515,85.809397,45.672437,41.887959,53.775918
2012, 花蓮縣,6086.000000,5391.000000,2985.000000,3147.000000,1.815687,88.580348,49.046993,42.746057,51.708840
2012, 澎湖縣,2626.000000,2174.000000,985.000000,1696.000000,2.656738,82.787510,37.509520,42.889375,64.584920
2012, 基隆市,5274.000000,4825.000000,2739.000000,2510.000000,1.398371,91.486538,51.934016,42.119359,47.591961
2012, 新竹市,5372.000000,4997.000000,3423.000000,2142.000000,1.263789,93.019360,63.719285,41.266754,39.873418
2012, 嘉義市,3677.000000,3343.000000,1934.000000,1785.000000,1.355726,90.916508,52.597226,41.837095,48.545010
2012, 金門縣,1568.000000,1409.000000,614.000000,862.000000,1.386249,89.859694,39.158163,43.770727,54.974490
2012, 連江縣,562.000000,429.000000,202.000000,342.000000,4.969054,76.334520,35.943060,43.282918,60.854093
2013, 總計,316245.000000,292875.000000,172431.000000,141956.000000,1.353006,92.610160,54.524498,41.343936,44.887982
2013, 臺灣地區,314083.000000,290988.000000,171580.000000,140739.000000,1.351439,92.646848,54.628872,41.330317,44.809493
2013, 新北市,44218.000000,42041.000000,24732.000000,18556.000000,1.118048,95.076666,55.931973,39.680311,41.964811
2013, 臺北市,47891.000000,45059.000000,27449.000000,23039.000000,1.782643,94.086572,57.315571,41.659456,48.107160
2013, 桃園市,24055.000000,22839.000000,13943.000000,8845.000000,1.176846,94.944918,57.963001,40.055207,36.769902
2013, 臺中市,33494.000000,31374.000000,18775.000000,13826.000000,1.239756,93.670508,56.054816,41.274109,41.279035
2013, 臺南市,22236.000000,20417.000000,11884.000000,10348.000000,1.180751,91.819572,53.444864,41.710245,46.537147
2013, 高雄市,38636.000000,35346.000000,21076.000000,17343.000000,1.389846,91.484626,54.550160,41.869215,44.888187
2013, 宜蘭縣,6936.000000,6336.000000,3497.000000,3270.000000,1.512904,91.349481,50.418108,41.777393,47.145329
2013, 新竹縣,7260.000000,6754.000000,4508.000000,3000.000000,1.368556,93.030303,62.093664,41.255234,41.322314
2013, 苗栗縣,8069.000000,7436.000000,4348.000000,3642.000000,1.426743,92.155162,53.885240,41.500310,45.135705
2013, 彰化縣,15681.000000,14389.000000,8210.000000,6872.000000,1.209942,91.760730,52.356355,41.696958,43.823736
2013, 南投縣,8055.000000,7228.000000,3939.000000,3789.000000,1.557358,89.733085,48.901304,42.816139,47.039106
2013, 雲林縣,9462.000000,8593.000000,4796.000000,4509.000000,1.336833,90.815895,50.686958,41.760199,47.653773
2013, 嘉義縣,7799.000000,7070.000000,3847.000000,3861.000000,1.473653,90.652648,49.326837,41.859084,49.506347
2013, 屏東縣,12000.000000,10576.000000,5917.000000,5709.000000,1.407978,88.133333,49.308333,42.691750,47.575000
2013, 臺東縣,5280.000000,4615.000000,2448.000000,2839.000000,2.348535,87.405303,46.363636,41.473864,53.768939
2013, 花蓮縣,6020.000000,5396.000000,2982.000000,3163.000000,1.802951,89.634551,49.534884,42.508804,52.541528
2013, 澎湖縣,2605.000000,2189.000000,1000.000000,1692.000000,2.594622,84.030710,38.387716,42.687524,64.952015
2013, 基隆市,5182.000000,4763.000000,2690.000000,2507.000000,1.382184,91.914319,51.910459,42.151293,48.379004
2013, 新竹市,5509.000000,5176.000000,3560.000000,2153.000000,1.285699,93.955346,64.621528,40.850608,39.081503
2013, 嘉義市,3695.000000,3391.000000,1979.000000,1776.000000,1.364113,91.772666,53.558863,41.684980,48.064953
2013, 金門縣,1603.000000,1456.000000,650.000000,870.000000,1.327943,90.829694,40.548971,43.268871,54.273238
2013, 連江縣,559.000000,431.000000,201.000000,347.000000,4.595150,77.101968,35.957066,43.475850,62.075134
2014, 總計,314509.000000,293993.000000,172126.000000,140646.000000,1.342120,93.476816,54.728482,41.502593,44.719229
2014, 臺灣地區,312320.000000,292052.000000,171250.000000,139398.000000,1.340802,93.510502,54.831583,41.491153,44.633069
2014, 新北市,44212.000000,42284.000000,24766.000000,18567.000000,1.114546,95.639193,56.016466,39.775242,41.995386
2014, 臺北市,46882.000000,44404.000000,26805.000000,22366.000000,1.734883,94.714389,57.175462,41.820720,47.707009
2014, 桃園市,24503.000000,23427.000000,14364.000000,9105.000000,1.190432,95.608701,58.621393,40.207281,37.158715
2014, 臺中市,33493.000000,31618.000000,18730.000000,13880.000000,1.231435,94.401815,55.922133,41.414893,41.441495
2014, 臺南市,22265.000000,20656.000000,11990.000000,10407.000000,1.181616,92.773411,53.851336,41.885965,46.741523
2014, 高雄市,38454.000000,35524.000000,21083.000000,17268.000000,1.383739,92.380507,54.826546,42.155849,44.905601
2014, 宜蘭縣,6771.000000,6265.000000,3374.000000,3135.000000,1.475880,92.526953,49.830158,42.008714,46.300399
2014, 新竹縣,7265.000000,6824.000000,4558.000000,2932.000000,1.351301,93.929800,62.739160,41.493462,40.357880
2014, 苗栗縣,8085.000000,7536.000000,4430.000000,3597.000000,1.425594,93.209647,54.792826,41.664811,44.489796
2014, 彰化縣,15561.000000,14439.000000,8135.000000,6762.000000,1.204902,92.789666,52.278131,41.874622,43.454791
2014, 南投縣,7908.000000,7177.000000,3869.000000,3714.000000,1.537579,90.756196,48.925139,43.090921,46.965099
2014, 雲林縣,9258.000000,8523.000000,4669.000000,4372.000000,1.312529,92.060920,50.432059,42.006049,47.224022
2014, 嘉義縣,7750.000000,7087.000000,3839.000000,3824.000000,1.476801,91.445161,49.535484,42.156774,49.341935
2014, 屏東縣,11777.000000,10572.000000,5880.000000,5589.000000,1.388933,89.768192,49.927825,42.873058,47.456908
2014, 臺東縣,5250.000000,4661.000000,2464.000000,2788.000000,2.338843,88.780952,46.933333,41.475048,53.104762
2014, 花蓮縣,5879.000000,5330.000000,2926.000000,3085.000000,1.763390,90.661677,49.770369,42.612349,52.474911
2014, 澎湖縣,2555.000000,2202.000000,975.000000,1653.000000,2.510859,86.183953,38.160470,42.657534,64.696673
2014, 基隆市,5155.000000,4791.000000,2743.000000,2437.000000,1.381752,92.938894,53.210475,42.096023,47.274491
2014, 新竹市,5602.000000,5309.000000,3670.000000,2124.000000,1.296795,94.769725,65.512317,40.806676,37.915030
2014, 嘉義市,3695.000000,3423.000000,1980.000000,1793.000000,1.364058,92.638701,53.585927,41.913667,48.525034
2014, 金門縣,1625.000000,1494.000000,665.000000,900.000000,1.272285,91.938462,40.923077,42.960615,55.384615
2014, 連江縣,564.000000,447.000000,211.000000,348.000000,4.509835,79.255319,37.411348,43.636525,61.702128
