"年度","縣市","鄉鎮市區數","社區發展協會數","平均每一鄉鎮市區擁有社區發展協會數","社區發展工作實際使用經費","社區發展工作實際使用經費之政府補助款","政府補助經費占社區全部使用經費比率","平均每一社區發展協會接受政府補助經費","平均每人政府社會福利支出淨額","遺體火化數量","火葬人數占死亡人口比率","社區發展媽媽教室班數"
2014, 宜蘭縣,12.000000,239.000000,19.916667,129970013.000000,118727638.000000,91.350024,496768.359833,5006.716941,3240.000000,85.827815,104.000000
2014, 新竹縣,13.000000,186.000000,14.307692,145911272.000000,87357612.000000,59.870366,469664.580645,5015.996390,2315.000000,63.616378,151.000000
2014, 苗栗縣,18.000000,279.000000,15.500000,83932301.000000,60407955.000000,71.972237,216515.967742,4856.581612,2161.000000,44.704179,233.000000
2014, 彰化縣,26.000000,543.000000,20.884615,163722292.000000,107589322.000000,65.714522,198138.714549,4174.674501,-,-,271.000000
2014, 南投縣,13.000000,275.000000,21.153846,38083689.000000,32378381.000000,85.019025,117739.567273,4988.416315,9598.000000,202.233460,165.000000
2014, 雲林縣,20.000000,429.000000,21.450000,70514522.000000,52454497.000000,74.388219,122271.554779,5393.282232,5734.000000,80.590302,119.000000
2014, 嘉義縣,18.000000,357.000000,19.833333,67088773.000000,53052323.000000,79.077796,148605.946779,5839.421183,-,-,231.000000
2014, 屏東縣,33.000000,460.000000,13.939394,164827320.000000,146835689.000000,89.084558,319208.019565,4655.765223,7642.000000,94.357328,328.000000
2014, 臺東縣,16.000000,153.000000,9.562500,94252615.000000,82887665.000000,87.942032,541749.444444,8442.528339,1971.000000,78.808477,57.000000
2014, 花蓮縣,13.000000,175.000000,13.461538,97871184.000000,87161877.000000,89.057753,498067.868571,6009.989675,3248.000000,97.772426,70.000000
2014, 澎湖縣,6.000000,91.000000,15.166667,55607438.000000,44856039.000000,80.665538,492923.505495,10759.920458,590.000000,64.763996,65.000000
2014, 基隆市,7.000000,144.000000,20.571429,30629098.000000,28164399.000000,91.953080,195586.104167,5708.309325,3729.000000,130.066271,63.000000
2014, 新竹市,3.000000,115.000000,38.333333,18540057.000000,10502483.000000,56.647523,91325.939130,4806.788375,5126.000000,201.731602,67.000000
2014, 嘉義市,2.000000,75.000000,37.500000,17659784.000000,12318675.000000,69.755525,164249.000000,4413.046488,6127.000000,319.114583,37.000000
2014, 金門縣,6.000000,105.000000,17.500000,12502970.000000,7156488.000000,57.238304,68157.028571,12204.398718,111.000000,17.480315,12.000000
2014, 連江縣,4.000000,20.000000,5.000000,-,-,-,-,17762.149893,4.000000,6.349206,2.000000
