"年度","縣市","15歲以上不識字人口","15歲以上人口識字率","15歲以上民間人口之教育程度結構-國中及以下","15歲以上民間人口之教育程度結構-高中(職)","15歲以上民間人口之教育程度結構-大專及以上","幼兒園園數","幼兒園班級數","幼兒園教保服務人員數","幼兒園幼生數","平均每校幼生數-幼兒園","平均每班幼生數-幼兒園","平均每一教保服務人員負擔幼生數-幼兒園","國小校數","國小班級數","國小學生數","國小教師數","平均每校學生數-國小","平均每班學生數-國小","平均每一教師教導學生數-國小","國小學生輟學率","國中校數","國中班級數","國中學生數","附設國中部學生數","國中教師數","平均每校學生數-國中","平均每班學生數-國中","平均每一教師教導學生數-國中","國中學生輟學率","高中校數","高中班級數","高中學生數","高中教師數","高職校數","高職班級數","高職學生數","高職教師數","平均每校學生數-高中職","平均每班學生數-高中職","平均每一教師教導學生數-高中職","國小裸視檢查人數","國小學生視力不良數","國中裸視檢查人數","國中學生視力不良數","視力不良率-國小","視力不良率-國中","公立公共圖書館個數","古蹟總數","平均每校學生數-高級中等學校","平均每一教師教導學生數-高級中等學校","高級中等學校校數","高級中等學校班級數","高級中等學校教師數","高級中等學校學生數"
2002, 花蓮縣,6800.000000,97.600000,50.140000,32.180000,17.690000,68.000000,164.000000,297.000000,3333.000000,49.014706,20.323171,11.222222,106.000000,1195.000000,29315.000000,2093.000000,276.556604,24.531381,14.006211,-,24.000000,456.000000,14117.000000,895.000000,960.000000,550.916667,30.958333,13.770000,-,7.000000,158.000000,5759.000000,502.000000,6.000000,199.000000,6623.000000,400.000000,1021.307692,34.683473,14.719512,28386.000000,6282.000000,13908.000000,6690.000000,22.130628,48.101812,-,5.000000,-,-,-,-,-,-
2002, 澎湖縣,2397.000000,96.830000,45.650000,32.730000,21.620000,15.000000,27.000000,52.000000,549.000000,36.600000,20.333333,10.557692,41.000000,362.000000,6452.000000,636.000000,157.365854,17.823204,10.144654,-,14.000000,124.000000,3330.000000,-,277.000000,237.857143,26.854839,12.020000,-,1.000000,37.000000,1276.000000,101.000000,1.000000,52.000000,1600.000000,109.000000,1438.000000,32.314607,13.695238,6415.000000,1942.000000,3244.000000,1806.000000,30.272798,55.672010,-,23.000000,-,-,-,-,-,-
2002, 基隆市,12962.000000,95.870000,39.980000,37.390000,22.630000,70.000000,159.000000,315.000000,4254.000000,60.771429,26.754717,13.504762,42.000000,1098.000000,33454.000000,1862.000000,796.523810,30.468124,17.966702,-,13.000000,466.000000,16957.000000,4644.000000,767.000000,947.153846,36.388412,16.050000,-,7.000000,202.000000,7260.000000,716.000000,4.000000,176.000000,6135.000000,321.000000,1639.909091,35.436508,17.395371,31453.000000,11673.000000,15319.000000,9069.000000,37.112517,59.200992,-,7.000000,-,-,-,-,-,-
2002, 新竹市,9620.000000,96.720000,35.390000,33.020000,31.590000,85.000000,266.000000,554.000000,6290.000000,74.000000,23.646617,11.353791,29.000000,1103.000000,35898.000000,1815.000000,1237.862069,32.545784,19.778512,-,10.000000,495.000000,17089.000000,4607.000000,797.000000,1248.200000,34.523232,15.660000,-,10.000000,236.000000,9563.000000,1027.000000,2.000000,164.000000,6292.000000,193.000000,1705.166667,39.637500,16.772131,34465.000000,11406.000000,15263.000000,9099.000000,33.094444,59.614755,-,23.000000,-,-,-,-,-,-
2002, 嘉義市,8209.000000,96.100000,26.620000,36.300000,37.070000,54.000000,203.000000,352.000000,4494.000000,83.222222,22.137931,12.767045,18.000000,762.000000,25343.000000,1218.000000,1407.944444,33.258530,20.807061,-,8.000000,368.000000,14285.000000,3829.000000,611.000000,1307.000000,38.817935,17.110000,-,7.000000,224.000000,9541.000000,664.000000,8.000000,273.000000,11545.000000,656.000000,1661.000000,42.426559,18.875000,22364.000000,10153.000000,14774.000000,9688.000000,45.398855,65.574658,-,11.000000,-,-,-,-,-,-
2002, 金門縣,4196.000000,91.230000,54.660000,31.060000,14.280000,19.000000,58.000000,67.000000,1453.000000,76.473684,25.051724,21.686567,19.000000,180.000000,4108.000000,353.000000,216.210526,22.822222,11.637394,-,5.000000,77.000000,2406.000000,-,179.000000,481.200000,31.246753,13.440000,-,1.000000,30.000000,1078.000000,74.000000,1.000000,45.000000,1337.000000,114.000000,1207.500000,32.200000,12.845745,4111.000000,1055.000000,1103.000000,545.000000,25.662856,49.410698,-,33.000000,-,-,-,-,-,-
2002, 連江縣,649.000000,91.100000,-,-,-,6.000000,11.000000,21.000000,218.000000,36.333333,19.818182,10.380952,8.000000,52.000000,573.000000,103.000000,71.625000,11.019231,5.563107,-,5.000000,18.000000,293.000000,-,47.000000,58.600000,16.277778,6.230000,-,1.000000,12.000000,305.000000,28.000000,-,-,-,-,305.000000,25.416667,10.892857,526.000000,176.000000,222.000000,133.000000,33.460076,59.909910,-,3.000000,-,-,-,-,-,-
2003, 總計,548567.000000,96.970000,-,-,-,3306.000000,10417.000000,21251.000000,240926.000000,72.875378,23.128156,11.337161,2638.000000,64006.000000,1913000.000000,103803.000000,725.170584,29.887823,18.429140,0.080342,720.000000,26573.000000,957285.000000,169022.000000,48845.000000,1094.809722,36.024724,16.140000,0.746143,308.000000,9569.000000,393689.000000,33122.000000,164.000000,8275.000000,325996.000000,15771.000000,1882.853814,40.332044,18.176569,1740616.000000,636277.000000,907796.000000,584143.000000,36.554702,64.347386,-,555.000000,-,-,-,-,-,-
2003, 臺灣地區,544302.000000,96.990000,38.910000,33.710000,27.380000,3281.000000,10355.000000,21136.000000,239390.000000,72.962511,23.118300,11.326173,2611.000000,63772.000000,1908227.000000,103372.000000,730.841440,29.922646,18.459805,0.080439,710.000000,26484.000000,954814.000000,169022.000000,48628.000000,1106.749296,36.052485,16.160000,0.746834,306.000000,9527.000000,392313.000000,33019.000000,163.000000,8230.000000,324599.000000,15658.000000,1888.985075,40.373487,18.200259,1735903.000000,634939.000000,905391.000000,582871.000000,36.576871,64.377821,-,519.000000,-,-,-,-,-,-
2003, 新北市,55989.000000,98.110000,37.760000,34.800000,27.440000,389.000000,1076.000000,2450.000000,29710.000000,76.375321,27.611524,12.126531,208.000000,9778.000000,319462.000000,15499.000000,1535.875000,32.671507,20.611781,0.091404,63.000000,4252.000000,159537.000000,39993.000000,7038.000000,1897.523810,37.520461,16.990000,0.900000,37.000000,1082.000000,44987.000000,4860.000000,16.000000,922.000000,37368.000000,1550.000000,2308.452830,41.095309,19.087051,293521.000000,122649.000000,152130.000000,101910.000000,41.785426,66.988760,-,44.000000,-,-,-,-,-,-
2003, 臺北市,28921.000000,98.650000,19.460000,32.140000,48.400000,384.000000,1334.000000,2477.000000,28284.000000,73.656250,21.202399,11.418652,152.000000,6564.000000,192674.000000,11966.000000,1267.592105,29.353138,16.101788,0.070228,61.000000,3069.000000,101849.000000,18184.000000,6115.000000,1371.557377,33.186380,13.680000,0.510000,49.000000,1800.000000,75084.000000,5699.000000,18.000000,1232.000000,46935.000000,2271.000000,2092.582090,40.243734,17.591343,190661.000000,86593.000000,100325.000000,74381.000000,45.417259,74.140045,-,106.000000,-,-,-,-,-,-
2003, 桃園市,36403.000000,97.410000,37.730000,37.630000,24.640000,310.000000,983.000000,2466.000000,27344.000000,88.206452,27.816887,11.088402,178.000000,5556.000000,179938.000000,8771.000000,1010.887640,32.386249,20.515107,0.074865,50.000000,2243.000000,84429.000000,8586.000000,4462.000000,1516.860000,37.641106,17.000000,0.730000,22.000000,740.000000,31853.000000,2746.000000,8.000000,695.000000,29987.000000,780.000000,2347.533333,43.094077,19.973341,150297.000000,51358.000000,78272.000000,48513.000000,34.171008,61.980018,-,10.000000,-,-,-,-,-,-
2003, 臺中市,49032.000000,97.520000,34.840000,36.110000,29.050000,271.000000,1019.000000,2170.000000,22882.000000,84.435424,22.455348,10.544700,225.000000,7667.000000,242561.000000,12041.000000,1078.048889,31.637016,20.144589,0.047411,67.000000,3242.000000,120621.000000,24538.000000,5741.000000,1434.074627,37.205737,16.740000,0.470889,36.000000,1120.000000,49020.000000,4529.000000,9.000000,901.000000,37288.000000,1161.000000,2463.244444,42.705591,19.480844,241787.000000,93198.000000,120559.000000,82104.000000,38.545497,68.102755,-,22.000000,-,-,-,-,-,-
2003, 臺南市,52981.000000,96.490000,42.990000,31.420000,25.600000,338.000000,1161.000000,2187.000000,24257.000000,71.766272,20.893196,11.091449,214.000000,4949.000000,149736.000000,7802.000000,699.700935,30.255809,19.192002,0.067085,61.000000,2109.000000,80393.000000,15769.000000,3666.000000,1059.409836,38.119014,17.630000,0.532089,29.000000,873.000000,36521.000000,2865.000000,16.000000,701.000000,26768.000000,1385.000000,1756.844444,40.209022,18.601882,122336.000000,44495.000000,76888.000000,51207.000000,36.371142,66.599469,-,119.000000,-,-,-,-,-,-
2003, 高雄市,71880.000000,96.780000,36.190000,36.660000,27.150000,392.000000,1528.000000,2730.000000,34914.000000,89.066327,22.849476,12.789011,238.000000,7033.000000,220961.000000,11345.000000,928.407563,31.417745,19.476509,0.095554,78.000000,3057.000000,111185.000000,20718.000000,5418.000000,1159.833333,36.370625,16.700000,0.689970,33.000000,1191.000000,46947.000000,3532.000000,20.000000,1038.000000,41742.000000,2292.000000,2064.283019,39.788694,18.785543,217105.000000,76150.000000,109647.000000,70666.000000,35.075194,64.448640,-,33.000000,-,-,-,-,-,-
2003, 宜蘭縣,15503.000000,95.820000,52.150000,28.940000,18.910000,60.000000,154.000000,332.000000,3616.000000,60.266667,23.480519,10.891566,76.000000,1443.000000,39760.000000,2316.000000,523.157895,27.553708,17.167530,0.105634,22.000000,588.000000,20367.000000,1372.000000,1172.000000,863.409091,34.637755,16.210000,1.100000,6.000000,187.000000,7533.000000,464.000000,6.000000,174.000000,6178.000000,527.000000,1256.916667,37.980609,15.219980,39113.000000,12443.000000,19672.000000,10805.000000,31.812952,54.925783,-,14.000000,-,-,-,-,-,-
2003, 新竹縣,8032.000000,97.730000,38.850000,36.470000,24.680000,107.000000,270.000000,573.000000,6096.000000,56.971963,22.577778,10.638743,81.000000,1543.000000,43802.000000,2487.000000,540.765432,28.387557,17.612384,0.109890,27.000000,576.000000,20046.000000,2958.000000,1111.000000,632.888889,34.802083,15.380000,0.850000,8.000000,158.000000,6332.000000,701.000000,1.000000,143.000000,5841.000000,69.000000,1681.222222,40.441860,19.650649,33592.000000,8896.000000,15630.000000,8529.000000,26.482496,54.568138,-,13.000000,-,-,-,-,-,-
2003, 苗栗縣,10291.000000,97.710000,47.620000,34.190000,18.190000,99.000000,256.000000,543.000000,5794.000000,58.525253,22.632812,10.670350,118.000000,1789.000000,47234.000000,2871.000000,400.288136,26.402459,16.452107,0.080451,30.000000,681.000000,23855.000000,6271.000000,1127.000000,586.133333,35.029369,15.600000,0.730000,9.000000,215.000000,8703.000000,932.000000,7.000000,219.000000,7564.000000,422.000000,1408.625000,37.481567,16.645495,46062.000000,13398.000000,23637.000000,12484.000000,29.086883,52.815501,-,7.000000,-,-,-,-,-,-
2003, 彰化縣,64204.000000,93.880000,50.470000,30.740000,18.790000,134.000000,451.000000,853.000000,9058.000000,67.597015,20.084257,10.618992,171.000000,3669.000000,111184.000000,5774.000000,650.198830,30.303625,19.255975,0.040473,39.000000,1525.000000,54931.000000,2545.000000,3099.000000,1343.230769,36.020328,16.900000,0.550000,9.000000,364.000000,16148.000000,937.000000,11.000000,491.000000,20430.000000,1205.000000,1956.150000,42.781287,18.264706,61325.000000,24573.000000,48861.000000,33200.000000,40.070118,67.947852,-,33.000000,-,-,-,-,-,-
2003, 南投縣,14341.000000,96.710000,51.090000,29.470000,19.440000,92.000000,215.000000,435.000000,4369.000000,47.489130,20.320930,10.043678,150.000000,1816.000000,44000.000000,3014.000000,293.333333,24.229075,14.598540,0.066159,30.000000,644.000000,21273.000000,2202.000000,1255.000000,635.700000,33.032609,15.200000,0.840000,6.000000,178.000000,6539.000000,534.000000,6.000000,154.000000,5519.000000,451.000000,1188.333333,36.319277,14.477157,44080.000000,14064.000000,21033.000000,11348.000000,31.905626,53.953311,-,15.000000,-,-,-,-,-,-
2003, 雲林縣,40361.000000,93.310000,56.310000,27.350000,16.350000,114.000000,385.000000,831.000000,8775.000000,76.973684,22.792208,10.559567,158.000000,2109.000000,54664.000000,3380.000000,345.974684,25.919393,16.172781,0.080492,31.000000,817.000000,28563.000000,6501.000000,1404.000000,711.677419,34.960832,15.710000,0.710000,12.000000,248.000000,10166.000000,889.000000,7.000000,246.000000,9518.000000,618.000000,1378.157895,39.846154,17.375581,54384.000000,14438.000000,25652.000000,13474.000000,26.548249,52.526119,-,5.000000,-,-,-,-,-,-
2003, 嘉義縣,28075.000000,93.880000,59.040000,26.120000,14.840000,122.000000,292.000000,567.000000,6084.000000,49.868852,20.835616,10.730159,138.000000,1686.000000,39418.000000,2717.000000,285.637681,23.379597,14.507913,0.071034,24.000000,500.000000,17049.000000,1475.000000,1033.000000,648.916667,34.098000,15.080000,0.960000,4.000000,56.000000,2253.000000,349.000000,3.000000,171.000000,7982.000000,214.000000,1672.857143,45.088106,20.799290,28320.000000,8310.000000,14186.000000,8349.000000,29.343220,58.853800,-,9.000000,-,-,-,-,-,-
2003, 屏東縣,32591.000000,95.550000,47.410000,33.910000,18.680000,132.000000,316.000000,605.000000,6834.000000,51.772727,21.626582,11.295868,176.000000,2725.000000,73390.000000,4306.000000,416.988636,26.932110,17.043660,0.110369,37.000000,990.000000,35142.000000,3403.000000,1939.000000,857.810811,35.496970,16.370000,1.130000,9.000000,277.000000,10882.000000,723.000000,9.000000,252.000000,9139.000000,712.000000,1301.333333,37.846881,16.323345,71921.000000,19240.000000,34590.000000,19267.000000,26.751575,55.701070,-,14.000000,-,-,-,-,-,-
2003, 臺東縣,6036.000000,96.930000,60.350000,28.300000,11.350000,42.000000,109.000000,229.000000,2510.000000,59.761905,23.027523,10.960699,91.000000,888.000000,19052.000000,1493.000000,209.362637,21.454955,12.760884,0.254410,21.000000,282.000000,9098.000000,604.000000,595.000000,404.476190,32.262411,14.280000,2.770000,5.000000,146.000000,4640.000000,247.000000,5.000000,68.000000,1915.000000,347.000000,715.900000,30.630841,12.052189,18765.000000,3666.000000,8904.000000,3945.000000,19.536371,44.305930,-,4.000000,-,-,-,-,-,-
2003, 花蓮縣,5129.000000,98.190000,48.300000,32.430000,19.270000,68.000000,159.000000,311.000000,3262.000000,47.970588,20.515723,10.488746,106.000000,1202.000000,29212.000000,2062.000000,275.584906,24.302829,14.166828,0.219088,24.000000,441.000000,14334.000000,880.000000,957.000000,560.583333,32.503401,14.060000,1.710000,7.000000,169.000000,6162.000000,497.000000,6.000000,186.000000,6069.000000,392.000000,1008.538462,34.453521,14.748031,21893.000000,4434.000000,10022.000000,4296.000000,20.253049,42.865695,-,7.000000,-,-,-,-,-,-
2003, 澎湖縣,1981.000000,97.390000,45.190000,32.600000,22.210000,15.000000,26.000000,57.000000,550.000000,36.666667,21.153846,9.649123,41.000000,358.000000,6546.000000,617.000000,159.658537,18.284916,10.609400,0.015277,14.000000,121.000000,3195.000000,-,280.000000,228.214286,26.404959,11.410000,0.380000,1.000000,38.000000,1253.000000,108.000000,1.000000,53.000000,1537.000000,104.000000,1395.000000,30.659341,13.160377,6525.000000,2011.000000,3128.000000,1551.000000,30.819923,49.584399,-,23.000000,-,-,-,-,-,-
2003, 基隆市,9195.000000,97.100000,38.470000,37.370000,24.160000,69.000000,182.000000,333.000000,4355.000000,63.115942,23.928571,13.078078,42.000000,1086.000000,32943.000000,1814.000000,784.357143,30.334254,18.160419,0.148742,13.000000,473.000000,17170.000000,4905.000000,780.000000,943.461538,36.300211,15.720000,1.250000,7.000000,205.000000,7434.000000,735.000000,4.000000,175.000000,6332.000000,313.000000,1697.363636,36.226316,17.815840,37948.000000,13230.000000,15393.000000,9357.000000,34.863497,60.787371,-,7.000000,-,-,-,-,-,-
2003, 新竹市,7041.000000,97.640000,33.560000,32.460000,33.980000,87.000000,230.000000,591.000000,6155.000000,70.747126,26.760870,10.414552,30.000000,1130.000000,36116.000000,1851.000000,1203.866667,31.961062,19.511615,0.041637,10.000000,502.000000,17673.000000,4728.000000,833.000000,1294.500000,35.205179,15.540000,0.880000,10.000000,255.000000,10369.000000,1029.000000,2.000000,149.000000,5752.000000,193.000000,1737.416667,39.903465,17.061375,33584.000000,11305.000000,12845.000000,7700.000000,33.661863,59.945504,-,23.000000,-,-,-,-,-,-
2003, 嘉義市,6316.000000,97.030000,26.030000,35.900000,38.070000,56.000000,209.000000,396.000000,4541.000000,81.089286,21.727273,11.467172,18.000000,781.000000,25574.000000,1246.000000,1420.777778,32.745198,20.524880,0.058617,8.000000,372.000000,14104.000000,3390.000000,603.000000,1339.250000,37.913978,17.770000,0.610000,7.000000,225.000000,9487.000000,643.000000,8.000000,260.000000,10735.000000,652.000000,1574.133333,41.694845,18.233205,22684.000000,10488.000000,14017.000000,9785.000000,46.235232,69.808090,-,11.000000,-,-,-,-,-,-
2003, 金門縣,3698.000000,92.600000,55.350000,31.190000,13.460000,19.000000,50.000000,92.000000,1294.000000,68.105263,25.880000,14.065217,19.000000,183.000000,4172.000000,330.000000,219.578947,22.797814,12.642424,0.023827,5.000000,72.000000,2175.000000,-,167.000000,435.000000,30.208333,13.020000,0.550000,1.000000,30.000000,1070.000000,73.000000,1.000000,45.000000,1397.000000,113.000000,1233.500000,32.893333,13.263441,4112.000000,1129.000000,2108.000000,1126.000000,27.456226,53.415560,-,33.000000,-,-,-,-,-,-
2003, 連江縣,567.000000,92.250000,-,-,-,6.000000,12.000000,23.000000,242.000000,40.333333,20.166667,10.521739,8.000000,51.000000,601.000000,101.000000,75.125000,11.784314,5.950495,0.168350,5.000000,17.000000,296.000000,-,50.000000,59.200000,17.411765,5.920000,-,1.000000,12.000000,306.000000,30.000000,-,-,-,-,306.000000,25.500000,10.200000,601.000000,209.000000,297.000000,146.000000,34.775374,49.158249,-,3.000000,-,-,-,-,-,-
2004, 總計,520583.000000,97.160000,-,-,-,3252.000000,10229.000000,20894.000000,237155.000000,72.925892,23.184573,11.350388,2646.000000,63447.000000,1883533.000000,102882.000000,711.841648,29.686715,18.307702,0.073541,723.000000,26538.000000,956927.000000,171477.000000,48285.000000,1086.376210,36.058746,16.280000,0.710000,312.000000,9967.000000,409635.000000,33643.000000,161.000000,8143.000000,326159.000000,15504.000000,1918.120507,40.629155,18.460354,1874318.000000,730128.000000,928311.000000,605114.000000,38.954329,65.184405,-,592.000000,-,-,-,-,-,-
2004, 臺灣地區,516434.000000,97.170000,37.740000,33.530000,28.740000,3228.000000,10187.000000,20776.000000,235631.000000,72.995973,23.130559,11.341500,2619.000000,63209.000000,1878852.000000,102497.000000,717.392898,29.724438,18.330800,0.073668,713.000000,26451.000000,954532.000000,171477.000000,48063.000000,1098.253857,36.086802,16.310000,0.715492,310.000000,9925.000000,408226.000000,33536.000000,160.000000,8098.000000,324769.000000,15396.000000,1924.408511,40.669977,18.484264,1869743.000000,728828.000000,926073.000000,603985.000000,38.980117,63.675968,-,556.000000,-,-,-,-,-,-
2004, 新北市,52162.000000,98.260000,36.550000,34.590000,28.860000,387.000000,1109.000000,2298.000000,27605.000000,71.330749,24.891794,12.012620,210.000000,9581.000000,311728.000000,15124.000000,1484.419048,32.536061,20.611478,0.072499,63.000000,4200.000000,158385.000000,39625.000000,6912.000000,1885.079365,37.710714,17.180000,0.823570,37.000000,1100.000000,45326.000000,4799.000000,16.000000,918.000000,38103.000000,1546.000000,2321.773585,41.342418,19.393853,305766.000000,134749.000000,159716.000000,106569.000000,44.069321,66.724060,-,46.000000,-,-,-,-,-,-
2004, 臺北市,27360.000000,98.730000,18.570000,31.300000,50.130000,371.000000,1278.000000,2363.000000,28258.000000,76.167116,22.111111,11.958527,151.000000,6515.000000,189379.000000,11895.000000,1254.165563,29.068150,15.920891,0.060799,62.000000,3013.000000,100516.000000,18459.000000,5927.000000,1323.500000,33.360770,13.840000,0.466114,49.000000,1891.000000,78073.000000,5859.000000,17.000000,1177.000000,46040.000000,2182.000000,2160.181818,40.454042,17.730631,190203.000000,90140.000000,99411.000000,74031.000000,47.391471,74.469626,-,114.000000,-,-,-,-,-,-
2004, 桃園市,34884.000000,97.580000,36.400000,37.520000,26.080000,295.000000,913.000000,2335.000000,26122.000000,88.549153,28.611172,11.187152,183.000000,5591.000000,179191.000000,8872.000000,979.185792,32.049902,20.197362,0.086155,53.000000,2312.000000,86859.000000,8924.000000,4557.000000,1470.471698,37.568772,17.100000,0.722458,22.000000,770.000000,33618.000000,2747.000000,8.000000,671.000000,29982.000000,776.000000,2417.466667,44.136017,20.585864,177056.000000,65657.000000,85386.000000,54129.000000,37.082618,63.393296,-,10.000000,-,-,-,-,-,-
2004, 臺中市,46720.000000,97.670000,33.800000,35.780000,30.420000,263.000000,998.000000,2162.000000,22886.000000,87.019011,22.931864,10.585569,227.000000,7611.000000,239634.000000,12001.000000,1055.656388,31.485219,19.967836,0.033517,67.000000,3253.000000,121563.000000,24889.000000,5756.000000,1442.895522,37.369505,16.800000,0.535873,36.000000,1154.000000,50689.000000,4608.000000,9.000000,923.000000,39352.000000,1179.000000,2554.000000,43.351468,19.860031,241109.000000,101049.000000,120723.000000,83154.000000,41.910090,68.879998,-,24.000000,-,-,-,-,-,-
2004, 臺南市,50252.000000,96.700000,41.810000,31.390000,26.800000,338.000000,1167.000000,2252.000000,25090.000000,74.230769,21.499572,11.141208,215.000000,4918.000000,147244.000000,7725.000000,684.855814,29.939813,19.060712,0.050661,60.000000,2097.000000,79104.000000,16414.000000,3546.000000,1044.833333,37.722461,17.680000,0.507710,30.000000,931.000000,38339.000000,2953.000000,16.000000,663.000000,25369.000000,1352.000000,1741.782609,39.967378,18.611382,147737.000000,56907.000000,75259.000000,49745.000000,38.519125,66.098407,-,127.000000,-,-,-,-,-,-
2004, 高雄市,68824.000000,96.940000,35.070000,36.460000,28.460000,390.000000,1464.000000,2789.000000,34557.000000,88.607692,23.604508,12.390463,241.000000,6986.000000,217466.000000,11328.000000,902.348548,31.128829,19.197210,0.077262,78.000000,3062.000000,111038.000000,21480.000000,5472.000000,1148.179487,36.263227,16.500000,0.640812,33.000000,1235.000000,49153.000000,3525.000000,20.000000,1010.000000,41148.000000,2217.000000,2109.075472,40.223163,19.467259,214651.000000,80250.000000,105452.000000,68860.000000,37.386269,65.299852,-,40.000000,-,-,-,-,-,-
2004, 宜蘭縣,14706.000000,96.060000,50.620000,28.910000,20.480000,60.000000,158.000000,329.000000,3539.000000,58.983333,22.398734,10.756839,76.000000,1438.000000,38979.000000,2299.000000,512.881579,27.106398,16.954763,0.087371,22.000000,592.000000,20348.000000,1437.000000,1167.000000,859.590909,34.371622,16.200000,0.843741,6.000000,198.000000,8104.000000,458.000000,6.000000,165.000000,5949.000000,534.000000,1290.833333,38.713499,15.614919,38913.000000,12848.000000,20111.000000,11010.000000,33.017244,54.746159,-,17.000000,-,-,-,-,-,-
2004, 新竹縣,7576.000000,97.910000,37.970000,36.300000,25.730000,109.000000,273.000000,614.000000,6392.000000,58.642202,23.413919,10.410423,82.000000,1526.000000,43473.000000,2495.000000,530.158537,28.488204,17.424048,0.131801,27.000000,596.000000,20695.000000,3244.000000,1142.000000,646.333333,34.723154,15.280000,1.138422,8.000000,166.000000,6675.000000,751.000000,1.000000,135.000000,5853.000000,68.000000,1752.444444,41.621262,19.257631,45198.000000,14165.000000,15798.000000,9160.000000,31.339882,57.982023,-,16.000000,-,-,-,-,-,-
2004, 苗栗縣,9451.000000,97.910000,46.170000,34.260000,19.580000,93.000000,239.000000,507.000000,5797.000000,62.333333,24.255230,11.433925,119.000000,1792.000000,46101.000000,2838.000000,387.403361,25.726004,16.244186,0.069413,30.000000,686.000000,23798.000000,6111.000000,1133.000000,589.566667,34.690962,15.610000,0.789982,9.000000,224.000000,9083.000000,947.000000,7.000000,217.000000,7483.000000,412.000000,1417.312500,37.564626,16.686534,45462.000000,14029.000000,23532.000000,12751.000000,30.858739,54.185790,-,7.000000,-,-,-,-,-,-
2004, 彰化縣,61544.000000,94.170000,49.190000,30.710000,20.100000,137.000000,441.000000,846.000000,8967.000000,65.452555,20.333333,10.599291,174.000000,3643.000000,109432.000000,5656.000000,628.919540,30.038979,19.347949,0.048432,39.000000,1501.000000,54434.000000,2741.000000,3006.000000,1325.461538,36.265157,17.200000,0.597113,9.000000,381.000000,16492.000000,967.000000,11.000000,505.000000,21225.000000,1202.000000,2022.900000,42.569977,18.652835,108452.000000,46117.000000,54067.000000,38889.000000,42.522959,71.927423,-,34.000000,-,-,-,-,-,-
2004, 南投縣,13517.000000,96.910000,49.820000,29.720000,20.470000,81.000000,200.000000,364.000000,4061.000000,50.135802,20.305000,11.156593,151.000000,1784.000000,43341.000000,2969.000000,287.026490,24.294283,14.597844,0.083744,31.000000,633.000000,21357.000000,2087.000000,1244.000000,621.612903,33.739336,15.490000,0.962375,6.000000,183.000000,6609.000000,536.000000,6.000000,158.000000,5742.000000,467.000000,1203.166667,36.219941,14.394816,43045.000000,14612.000000,20746.000000,11840.000000,33.945871,57.071243,-,15.000000,-,-,-,-,-,-
2004, 雲林縣,37941.000000,93.700000,55.120000,27.370000,17.510000,115.000000,406.000000,828.000000,8579.000000,74.600000,21.130542,10.361111,158.000000,2103.000000,54217.000000,3335.000000,343.145570,25.780789,16.256972,0.086481,32.000000,807.000000,28445.000000,6559.000000,1343.000000,683.937500,35.247831,16.300000,0.735938,12.000000,254.000000,10386.000000,877.000000,7.000000,256.000000,9687.000000,635.000000,1401.684211,39.358824,17.613757,53710.000000,15534.000000,26947.000000,15578.000000,28.921988,57.809775,-,6.000000,-,-,-,-,-,-
2004, 嘉義縣,26672.000000,94.190000,57.860000,26.220000,15.920000,122.000000,293.000000,585.000000,6049.000000,49.581967,20.645051,10.340171,137.000000,1670.000000,39361.000000,2697.000000,287.306569,23.569461,14.594364,0.096542,24.000000,497.000000,17023.000000,1491.000000,1006.000000,647.166667,34.251509,15.440000,0.898784,4.000000,57.000000,2281.000000,347.000000,3.000000,174.000000,7536.000000,219.000000,1615.428571,42.497835,19.978799,39118.000000,12500.000000,16708.000000,9807.000000,31.954599,58.696433,-,9.000000,-,-,-,-,-,-
2004, 屏東縣,30967.000000,95.780000,46.270000,34.100000,19.630000,134.000000,314.000000,583.000000,6511.000000,48.589552,20.735669,11.168096,167.000000,2672.000000,72129.000000,4216.000000,431.910180,26.994386,17.108397,0.101208,36.000000,990.000000,35281.000000,3519.000000,1820.000000,882.277778,35.637374,17.450000,0.810635,11.000000,292.000000,11351.000000,845.000000,8.000000,246.000000,9316.000000,603.000000,1272.947368,38.414498,16.703039,71428.000000,19752.000000,34769.000000,19423.000000,27.653021,55.862981,-,16.000000,-,-,-,-,-,-
2004, 臺東縣,5705.000000,97.080000,58.900000,28.690000,12.410000,43.000000,114.000000,235.000000,2470.000000,57.441860,21.666667,10.510638,91.000000,886.000000,18775.000000,1507.000000,206.318681,21.190745,12.458527,0.217784,21.000000,297.000000,9284.000000,632.000000,624.000000,412.000000,31.259259,13.870000,1.501269,5.000000,148.000000,4671.000000,243.000000,5.000000,67.000000,1996.000000,341.000000,729.900000,31.009302,12.498288,19133.000000,4200.000000,8802.000000,3820.000000,21.951602,43.399227,-,4.000000,-,-,-,-,-,-
2004, 花蓮縣,4853.000000,98.290000,46.960000,32.370000,20.670000,68.000000,169.000000,322.000000,3382.000000,49.735294,20.011834,10.503106,106.000000,1183.000000,28584.000000,2045.000000,269.660377,24.162299,13.977506,0.335852,23.000000,441.000000,14586.000000,948.000000,930.000000,592.956522,33.074830,14.660000,1.857946,7.000000,182.000000,6919.000000,508.000000,6.000000,176.000000,5590.000000,389.000000,1035.153846,34.941341,15.002230,28466.000000,7401.000000,13948.000000,6593.000000,25.999438,47.268426,-,7.000000,-,-,-,-,-,-
