"年度","縣市","家庭收支-平均戶內人口數","家庭收支-平均每戶就業人數","家庭收支-平均每戶全年經常性支出","家庭收支-平均每戶全年經常性收入","家庭收支-平均每戶可支配所得","家庭收支-平均每戶消費支出","家庭收支-平均每戶儲蓄額","家庭收支-平均消費傾向","家庭收支-平均儲蓄傾向","家庭現代化設備(每百戶擁有數)-有線電視頻道設備","家庭現代化設備(每百戶擁有數)-行動電話","家庭現代化設備(每百戶擁有數)-冷暖氣機","家庭現代化設備(每百戶擁有數)-汽車","家庭現代化設備(每百戶擁有數)-家用電腦","家庭現代化設備(每百戶擁有數)-彩色電視機","家庭現代化設備(每百戶擁有數)-報紙","家庭現代化設備(每百戶擁有數)-電話機","家庭現代化設備(每百戶擁有數)-機車","家庭收支-自有住宅比率","每戶可支配所得中位數","平均每人每年可支配所得","平均每人居住面積","平均每戶書報雜誌文具支出占消費支出比率","飲食費(含家外食物)占消費支出比率","飲食費(不含家外食物)占消費支出比率"
2001, 連江縣,3.570000,1.680000,858357.000000,1414444.000000,1177061.000000,659919.000000,517142.000000,56.060000,43.940000,60.410000,157.920000,146.790000,43.160000,47.490000,187.210000,47.360000,137.680000,56.400000,75.940000,1045855.000000,329709.000000,10.690000,0.450000,18.920000,13.550000
2002, 總計,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002, 臺灣地區,3.650000,1.570000,860853.000000,1111550.000000,875919.000000,672619.000000,203300.000000,76.790000,23.210000,74.900000,180.150000,167.590000,67.900000,65.970000,146.800000,40.390000,120.920000,133.360000,85.400000,740556.000000,239978.000000,11.420000,0.750000,23.640000,16.210000
2002, 新北市,3.680000,1.670000,921856.000000,1160816.000000,899975.000000,721828.000000,178147.000000,80.210000,19.790000,84.940000,204.560000,177.960000,57.260000,78.990000,141.770000,44.620000,125.250000,127.370000,85.260000,787522.000000,244558.000000,8.550000,0.780000,23.920000,15.000000
2002, 臺北市,3.450000,1.440000,1234031.000000,1605896.000000,1232387.000000,951978.000000,280409.000000,77.250000,22.750000,84.530000,213.020000,214.190000,57.690000,92.930000,153.160000,49.290000,149.880000,82.100000,77.660000,1064597.000000,357214.000000,9.130000,0.780000,21.960000,15.550000
2002, 桃園市,3.900000,1.660000,940836.000000,1215253.000000,979979.000000,728084.000000,251895.000000,74.300000,25.700000,83.250000,199.020000,178.610000,91.370000,76.760000,150.900000,43.550000,121.710000,132.160000,87.320000,869940.000000,251277.000000,12.440000,0.770000,22.920000,15.670000
2002, 臺中市,3.780000,1.600000,839917.000000,1063418.000000,843776.000000,667721.000000,176054.000000,79.130000,20.870000,72.760000,189.330000,153.940000,83.460000,67.660000,154.490000,41.920000,116.640000,152.550000,81.730000,729127.000000,223221.000000,12.580000,0.780000,23.310000,14.920000
2002, 臺南市,3.600000,1.620000,724712.000000,929898.000000,746442.000000,572884.000000,173558.000000,76.750000,23.250000,67.700000,163.310000,159.490000,67.440000,55.190000,143.430000,39.240000,112.400000,153.590000,85.260000,639639.000000,207345.000000,12.450000,0.650000,25.420000,17.710000
2002, 高雄市,3.510000,1.450000,756443.000000,1013170.000000,801248.000000,583099.000000,218150.000000,72.770000,27.230000,82.900000,169.390000,174.760000,62.750000,57.490000,144.350000,32.720000,115.410000,157.880000,83.320000,670969.000000,228276.000000,12.010000,0.720000,25.350000,17.910000
2002, 宜蘭縣,3.500000,1.350000,707873.000000,874400.000000,695577.000000,556487.000000,139090.000000,80.000000,20.000000,60.130000,147.060000,137.320000,64.760000,47.130000,158.670000,31.040000,114.570000,122.410000,89.420000,571664.000000,198736.000000,12.780000,0.550000,19.350000,13.930000
2002, 新竹縣,4.180000,1.720000,837341.000000,1173446.000000,949374.000000,659592.000000,289782.000000,69.480000,30.520000,77.440000,182.510000,150.860000,100.530000,71.420000,164.340000,42.550000,118.270000,142.800000,95.940000,841152.000000,227123.000000,13.880000,0.600000,18.260000,12.790000
2002, 苗栗縣,3.860000,1.700000,767310.000000,955362.000000,762664.000000,608569.000000,154095.000000,79.800000,20.200000,72.310000,168.510000,150.590000,83.730000,52.080000,159.560000,44.890000,118.550000,134.580000,93.190000,662695.000000,197581.000000,13.540000,0.750000,19.050000,13.380000
2002, 彰化縣,4.170000,1.820000,731666.000000,966308.000000,799305.000000,587789.000000,211516.000000,73.540000,26.460000,57.250000,166.710000,152.220000,77.740000,54.750000,142.790000,40.120000,115.840000,158.050000,91.390000,673660.000000,191680.000000,12.390000,0.720000,27.650000,20.810000
2002, 南投縣,3.720000,1.670000,657405.000000,863293.000000,683359.000000,509828.000000,173531.000000,74.610000,25.390000,68.930000,151.990000,78.450000,76.810000,47.150000,132.090000,33.800000,107.490000,132.500000,88.200000,559349.000000,183699.000000,13.210000,0.700000,25.160000,19.660000
2002, 雲林縣,3.430000,1.630000,633376.000000,842944.000000,688011.000000,503445.000000,184566.000000,73.170000,26.830000,45.500000,116.060000,135.680000,64.500000,35.540000,135.720000,36.270000,105.500000,132.840000,92.460000,597721.000000,200586.000000,13.320000,0.740000,25.100000,18.880000
2002, 嘉義縣,3.540000,1.580000,634807.000000,750186.000000,611036.000000,515759.000000,95277.000000,84.410000,15.590000,48.050000,127.010000,124.010000,55.520000,31.330000,139.450000,26.240000,109.110000,123.590000,94.730000,537304.000000,172609.000000,12.140000,0.580000,27.150000,20.770000
2002, 屏東縣,3.460000,1.590000,672790.000000,972097.000000,782085.000000,527833.000000,254252.000000,67.490000,32.510000,46.640000,140.000000,142.980000,61.710000,41.370000,129.920000,39.670000,101.890000,155.900000,92.640000,688452.000000,226036.000000,14.600000,1.000000,25.180000,16.330000
2002, 臺東縣,3.260000,1.500000,569271.000000,809514.000000,651312.000000,446254.000000,205058.000000,68.520000,31.480000,55.490000,131.880000,119.640000,54.810000,38.480000,135.310000,27.880000,104.020000,127.400000,85.660000,527459.000000,199789.000000,12.400000,0.700000,22.130000,16.850000
2002, 花蓮縣,3.430000,1.410000,697356.000000,867385.000000,689347.000000,540780.000000,148567.000000,78.450000,21.550000,51.790000,148.380000,125.330000,69.980000,48.580000,152.010000,33.190000,107.250000,114.740000,91.470000,607758.000000,200976.000000,12.430000,0.740000,21.800000,15.790000
2002, 澎湖縣,2.970000,1.070000,576410.000000,801024.000000,605641.000000,421645.000000,183996.000000,69.620000,30.380000,69.050000,107.140000,115.560000,40.610000,31.610000,141.010000,23.310000,107.370000,106.710000,81.020000,473564.000000,203920.000000,11.930000,0.580000,22.270000,16.860000
2002, 基隆市,3.530000,1.350000,812320.000000,944630.000000,722155.000000,640591.000000,81564.000000,88.710000,11.290000,81.230000,169.980000,154.160000,43.170000,54.880000,145.520000,26.090000,112.890000,80.430000,86.790000,656746.000000,204576.000000,8.900000,0.770000,25.230000,16.730000
2002, 新竹市,3.690000,1.500000,1141316.000000,1388550.000000,1027437.000000,848037.000000,179400.000000,82.540000,17.460000,92.330000,203.270000,217.880000,78.730000,87.170000,177.310000,44.170000,131.020000,159.430000,85.690000,784465.000000,278438.000000,12.520000,0.800000,21.570000,15.080000
2002, 嘉義市,3.560000,1.350000,830112.000000,1064817.000000,845388.000000,659543.000000,185844.000000,78.020000,21.980000,86.190000,158.750000,175.640000,69.340000,59.940000,137.090000,41.740000,113.270000,155.850000,83.620000,677320.000000,237469.000000,13.460000,0.830000,24.500000,16.670000
2002, 金門縣,3.680000,1.240000,560208.000000,955451.000000,818372.000000,459116.000000,359256.000000,56.100000,43.900000,55.500000,134.540000,144.920000,61.070000,52.910000,155.510000,36.330000,132.140000,103.140000,93.780000,643892.000000,222384.000000,18.290000,0.680000,16.940000,11.160000
2002, 連江縣,3.680000,1.740000,825746.000000,1290086.000000,1067742.000000,640877.000000,426865.000000,60.020000,39.980000,81.750000,180.750000,157.060000,40.500000,52.500000,201.250000,52.500000,153.630000,62.750000,82.250000,973216.000000,290147.000000,11.390000,0.520000,18.910000,12.560000
2003, 總計,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2003, 臺灣地區,3.530000,1.540000,849535.000000,1112233.000000,881662.000000,666372.000000,215290.000000,75.580000,24.420000,76.180000,185.930000,173.730000,67.400000,70.130000,147.740000,37.870000,120.860000,135.930000,85.110000,739648.000000,249763.000000,11.860000,0.700000,23.540000,15.930000
2003, 新北市,3.530000,1.620000,894412.000000,1146693.000000,905166.000000,706525.000000,198641.000000,78.050000,21.950000,85.950000,208.450000,182.040000,55.270000,81.540000,142.730000,39.440000,123.940000,129.580000,82.700000,773999.000000,256421.000000,9.040000,0.710000,24.090000,15.830000
2003, 臺北市,3.370000,1.420000,1183587.000000,1593474.000000,1232396.000000,914067.000000,318330.000000,74.170000,25.830000,87.420000,215.690000,213.420000,56.200000,97.930000,152.510000,48.310000,148.720000,84.760000,77.940000,1073813.000000,365696.000000,9.140000,0.770000,22.120000,15.360000
2003, 桃園市,3.860000,1.600000,910690.000000,1187838.000000,959744.000000,707342.000000,252402.000000,73.700000,26.300000,80.240000,200.760000,182.210000,86.330000,74.720000,153.350000,39.290000,120.110000,132.500000,87.420000,857141.000000,248638.000000,13.200000,0.640000,22.800000,15.520000
2003, 臺中市,3.600000,1.570000,840253.000000,1071267.000000,856510.000000,673311.000000,183200.000000,78.610000,21.390000,74.840000,194.290000,164.860000,86.010000,73.180000,156.570000,43.570000,117.210000,149.840000,82.970000,719066.000000,237919.000000,13.070000,0.770000,23.290000,14.820000
2003, 臺南市,3.440000,1.550000,732762.000000,970426.000000,786875.000000,583579.000000,203296.000000,74.160000,25.840000,66.750000,166.560000,172.660000,66.940000,63.630000,147.290000,36.120000,115.770000,159.260000,86.840000,661717.000000,228743.000000,13.350000,0.610000,24.780000,16.620000
2003, 高雄市,3.380000,1.440000,758062.000000,1013233.000000,802658.000000,588440.000000,214218.000000,73.310000,26.690000,83.530000,172.780000,182.950000,61.750000,59.780000,145.450000,31.280000,116.440000,160.250000,83.160000,669495.000000,237473.000000,12.450000,0.630000,25.040000,17.120000
2003, 宜蘭縣,3.700000,1.440000,774147.000000,975791.000000,779157.000000,610276.000000,168881.000000,78.330000,21.670000,59.460000,167.200000,158.740000,65.890000,54.160000,159.050000,25.410000,114.420000,140.060000,93.830000,662913.000000,210583.000000,11.740000,0.570000,19.860000,14.250000
2003, 新竹縣,3.990000,1.880000,869761.000000,1212349.000000,930761.000000,666904.000000,263856.000000,71.650000,28.350000,79.700000,202.080000,170.310000,108.300000,77.860000,169.060000,45.040000,124.300000,135.370000,94.030000,830198.000000,233273.000000,14.840000,0.570000,18.220000,12.340000
2003, 苗栗縣,3.900000,1.830000,767595.000000,984695.000000,778215.000000,595922.000000,182293.000000,76.580000,23.420000,78.080000,175.260000,143.950000,86.610000,52.410000,159.090000,37.350000,109.700000,135.080000,91.870000,698910.000000,199542.000000,13.490000,0.710000,19.450000,13.640000
2003, 彰化縣,3.950000,1.770000,745070.000000,988431.000000,816066.000000,598416.000000,217650.000000,73.330000,26.670000,61.190000,179.880000,151.080000,83.240000,60.790000,147.550000,35.270000,120.330000,170.340000,91.520000,692493.000000,206599.000000,13.410000,0.620000,26.730000,18.780000
2003, 南投縣,3.550000,1.610000,670834.000000,849703.000000,681544.000000,532985.000000,148560.000000,78.200000,21.800000,66.260000,171.630000,88.560000,72.450000,48.860000,138.050000,37.840000,108.430000,137.730000,87.000000,584055.000000,191984.000000,14.270000,0.710000,23.930000,18.410000
2003, 雲林縣,3.360000,1.650000,633355.000000,834747.000000,673606.000000,497345.000000,176261.000000,73.830000,26.170000,56.160000,134.240000,143.670000,57.540000,39.840000,130.210000,28.730000,104.280000,128.820000,91.030000,620006.000000,200478.000000,13.670000,0.660000,24.490000,17.630000
2003, 嘉義縣,3.410000,1.540000,639730.000000,768857.000000,615943.000000,517287.000000,98656.000000,83.980000,16.020000,46.690000,141.240000,127.430000,63.810000,45.310000,131.360000,25.310000,110.920000,135.030000,94.640000,536046.000000,180628.000000,13.230000,0.640000,27.500000,20.120000
2003, 屏東縣,3.290000,1.450000,694665.000000,959790.000000,757714.000000,532473.000000,225240.000000,70.270000,29.730000,50.770000,141.340000,157.000000,59.070000,46.310000,135.310000,36.400000,104.350000,156.710000,90.630000,640728.000000,230308.000000,14.640000,0.940000,23.540000,15.420000
2003, 臺東縣,2.880000,1.210000,520396.000000,770846.000000,619787.000000,402236.000000,217551.000000,64.900000,35.100000,60.090000,118.070000,104.850000,46.120000,33.600000,132.440000,23.740000,97.260000,107.280000,87.600000,456673.000000,215204.000000,12.730000,0.630000,22.010000,14.640000
2003, 花蓮縣,3.310000,1.300000,697152.000000,902613.000000,730767.000000,547558.000000,183209.000000,74.930000,25.070000,55.740000,151.060000,137.170000,68.930000,54.070000,148.570000,39.110000,107.390000,118.610000,85.560000,615366.000000,220776.000000,12.280000,0.660000,21.360000,14.110000
2003, 澎湖縣,3.100000,0.990000,604755.000000,769628.000000,588048.000000,453132.000000,134915.000000,77.060000,22.940000,76.040000,134.380000,137.340000,37.790000,38.210000,147.980000,26.760000,113.850000,124.330000,85.020000,487558.000000,189693.000000,12.610000,0.520000,24.320000,18.050000
2003, 基隆市,3.440000,1.390000,786195.000000,927585.000000,726013.000000,630493.000000,95521.000000,86.840000,13.160000,80.920000,179.630000,142.450000,41.370000,58.670000,143.230000,21.510000,103.820000,94.270000,82.880000,652358.000000,211050.000000,8.730000,0.650000,25.720000,16.760000
2003, 新竹市,3.580000,1.550000,1110549.000000,1403579.000000,1078255.000000,844370.000000,233885.000000,78.310000,21.690000,84.960000,211.340000,238.420000,90.460000,95.070000,166.160000,41.540000,132.350000,157.780000,88.700000,921105.000000,301189.000000,12.580000,0.820000,21.280000,13.400000
2003, 嘉義市,3.500000,1.400000,755150.000000,974598.000000,772203.000000,599717.000000,172486.000000,77.660000,22.340000,84.120000,167.380000,178.480000,67.860000,69.550000,134.950000,34.020000,107.660000,159.110000,88.570000,667152.000000,220629.000000,14.060000,0.630000,26.390000,18.560000
2003, 金門縣,4.010000,1.220000,590966.000000,955133.000000,787830.000000,453751.000000,334078.000000,57.600000,42.400000,66.380000,150.950000,170.050000,66.810000,55.470000,160.630000,31.850000,127.230000,114.190000,94.790000,659355.000000,196466.000000,15.870000,0.590000,16.150000,10.830000
2003, 連江縣,3.600000,1.760000,899264.000000,1360431.000000,1119681.000000,695568.000000,424113.000000,62.120000,37.880000,76.190000,202.820000,198.290000,50.860000,61.440000,206.550000,43.640000,148.470000,68.540000,78.150000,1037327.000000,311023.000000,11.550000,0.500000,19.380000,13.030000
2004, 總計,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2004, 臺灣地區,3.500000,1.530000,876064.000000,1122966.000000,891249.000000,692648.000000,198600.000000,77.720000,22.280000,78.590000,196.060000,181.040000,68.680000,74.990000,150.280000,35.440000,120.210000,134.400000,86.800000,773320.000000,254643.000000,12.120000,0.670000,23.290000,15.510000
2004, 新北市,3.550000,1.600000,932337.000000,1166321.000000,918055.000000,740753.000000,177302.000000,80.690000,19.310000,87.920000,215.580000,190.620000,55.990000,82.940000,145.970000,34.750000,129.360000,129.230000,85.230000,827984.000000,258607.000000,8.990000,0.730000,23.650000,14.840000
2004, 臺北市,3.220000,1.380000,1188928.000000,1583262.000000,1225096.000000,925845.000000,299252.000000,75.570000,24.430000,87.300000,212.420000,216.740000,54.090000,95.760000,151.410000,44.910000,140.010000,83.220000,80.490000,1078093.000000,380465.000000,9.700000,0.690000,20.890000,14.350000
2004, 桃園市,3.830000,1.690000,945783.000000,1231830.000000,995951.000000,738518.000000,257432.000000,74.150000,25.850000,85.760000,220.910000,201.350000,92.020000,87.010000,154.690000,36.130000,119.520000,137.280000,90.730000,918968.000000,260039.000000,12.920000,0.650000,22.210000,14.400000
2004, 臺中市,3.660000,1.580000,874785.000000,1039664.000000,820520.000000,704672.000000,115848.000000,85.880000,14.120000,75.790000,207.090000,168.200000,86.090000,80.970000,160.570000,38.340000,116.860000,146.070000,84.720000,732799.000000,224186.000000,13.540000,0.740000,24.480000,15.200000
2004, 臺南市,3.550000,1.600000,774540.000000,974911.000000,787897.000000,619386.000000,168511.000000,78.610000,21.390000,72.070000,179.630000,170.840000,71.830000,68.520000,147.380000,37.820000,114.370000,158.690000,88.260000,677611.000000,221943.000000,12.470000,0.620000,25.290000,17.240000
2004, 高雄市,3.370000,1.480000,789710.000000,1053645.000000,841900.000000,620203.000000,221698.000000,73.670000,26.330000,85.580000,189.850000,190.420000,64.690000,70.140000,147.680000,32.750000,113.100000,163.070000,85.100000,711517.000000,249822.000000,13.130000,0.620000,24.790000,16.870000
2004, 宜蘭縣,3.510000,1.350000,710928.000000,899966.000000,729324.000000,565676.000000,163648.000000,77.560000,22.440000,60.210000,170.820000,150.760000,60.440000,56.100000,154.080000,25.040000,114.180000,135.610000,95.420000,645190.000000,207785.000000,11.850000,0.520000,20.420000,14.620000
2004, 新竹縣,4.060000,1.790000,928759.000000,1255736.000000,975383.000000,707628.000000,267756.000000,72.550000,27.450000,74.360000,227.380000,181.260000,111.740000,87.940000,177.280000,39.180000,125.990000,138.530000,94.390000,877913.000000,240242.000000,14.530000,0.500000,20.140000,13.650000
2004, 苗栗縣,3.610000,1.430000,754276.000000,933689.000000,732410.000000,590735.000000,141675.000000,80.660000,19.340000,78.130000,181.080000,161.770000,83.650000,56.790000,161.130000,32.610000,118.110000,126.920000,88.760000,622526.000000,202884.000000,14.630000,0.540000,20.110000,13.580000
2004, 彰化縣,3.890000,1.730000,761571.000000,971085.000000,803292.000000,619357.000000,183935.000000,77.100000,22.900000,64.230000,187.790000,176.520000,81.770000,68.010000,153.950000,34.730000,113.270000,161.820000,92.870000,703291.000000,206502.000000,14.050000,0.560000,25.620000,18.320000
2004, 南投縣,3.350000,1.570000,707342.000000,916244.000000,738359.000000,565920.000000,172438.000000,76.650000,23.350000,69.310000,174.550000,106.800000,84.980000,54.790000,151.410000,32.250000,110.530000,121.010000,90.370000,605984.000000,220406.000000,16.060000,0.550000,23.680000,17.460000
2004, 雲林縣,3.510000,1.630000,689369.000000,872015.000000,703806.000000,543581.000000,160224.000000,77.230000,22.770000,58.350000,149.310000,144.730000,64.650000,41.550000,132.900000,26.830000,107.720000,124.820000,95.340000,621188.000000,200515.000000,13.670000,0.620000,24.500000,17.080000
2004, 嘉義縣,3.420000,1.630000,645923.000000,805598.000000,661697.000000,529047.000000,132650.000000,79.950000,20.050000,49.440000,144.350000,120.830000,62.600000,45.590000,134.940000,25.750000,110.670000,130.680000,95.210000,524632.000000,193479.000000,12.660000,0.580000,26.820000,20.360000
2004, 屏東縣,3.200000,1.440000,663419.000000,886801.000000,703809.000000,519356.000000,184453.000000,73.790000,26.210000,57.530000,156.680000,163.660000,59.310000,52.150000,133.610000,31.900000,100.380000,158.420000,89.060000,622845.000000,219940.000000,14.710000,0.850000,24.710000,15.940000
2004, 臺東縣,3.110000,1.250000,579731.000000,788482.000000,631719.000000,455738.000000,175981.000000,72.140000,27.860000,60.030000,123.760000,113.080000,50.940000,44.790000,132.250000,24.760000,104.630000,115.390000,85.760000,476230.000000,203125.000000,12.760000,0.570000,21.660000,15.870000
2004, 花蓮縣,3.020000,1.170000,704628.000000,891257.000000,714810.000000,561093.000000,153717.000000,78.500000,21.500000,55.260000,150.330000,141.370000,67.390000,50.370000,150.970000,29.410000,107.570000,109.540000,88.780000,592397.000000,236692.000000,14.440000,0.610000,21.600000,15.450000
2004, 澎湖縣,3.140000,1.220000,683573.000000,902252.000000,720582.000000,529440.000000,191142.000000,73.470000,26.530000,79.010000,153.980000,151.790000,40.680000,50.830000,145.500000,23.940000,108.490000,126.450000,88.590000,610441.000000,229485.000000,12.430000,0.580000,23.960000,17.770000
2004, 基隆市,3.430000,1.440000,880826.000000,1093045.000000,868343.000000,700769.000000,167573.000000,80.700000,19.300000,93.380000,209.790000,176.370000,41.930000,75.890000,161.390000,25.290000,112.630000,87.020000,90.080000,808257.000000,253161.000000,9.570000,0.650000,24.340000,15.570000
2004, 新竹市,3.710000,1.460000,1186097.000000,1540823.000000,1217297.000000,923578.000000,293719.000000,75.870000,24.130000,87.690000,221.250000,216.220000,81.350000,95.670000,174.920000,35.190000,137.620000,154.360000,82.870000,817750.000000,328112.000000,12.490000,0.690000,19.760000,12.960000
2004, 嘉義市,3.100000,1.160000,692942.000000,869942.000000,694118.000000,554657.000000,139461.000000,79.910000,20.090000,85.620000,162.240000,180.490000,64.510000,53.710000,130.970000,39.860000,107.160000,140.690000,72.910000,597171.000000,223909.000000,13.530000,0.660000,24.800000,17.130000
2004, 金門縣,3.370000,1.140000,640943.000000,983365.000000,811741.000000,497168.000000,314573.000000,61.250000,38.750000,62.230000,146.900000,176.480000,68.660000,69.130000,158.010000,34.190000,124.330000,98.410000,94.320000,669213.000000,240873.000000,18.440000,0.590000,17.860000,12.030000
2004, 連江縣,3.480000,1.660000,874484.000000,1263859.000000,1027631.000000,672966.000000,354665.000000,65.490000,34.510000,91.470000,203.410000,187.180000,47.120000,68.820000,192.060000,42.710000,157.120000,61.590000,85.940000,923419.000000,295296.000000,11.840000,0.460000,17.980000,12.230000
2005, 總計,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2005, 臺灣地區,3.420000,1.510000,888670.000000,1133642.000000,894574.000000,701076.000000,193497.000000,78.370000,21.630000,79.060000,200.350000,182.810000,68.390000,77.780000,149.060000,33.680000,118.830000,136.870000,87.330000,775656.000000,261571.000000,12.340000,0.630000,23.240000,15.300000
2005, 新北市,3.510000,1.610000,969764.000000,1197480.000000,934211.000000,768576.000000,165634.000000,82.270000,17.730000,91.060000,228.860000,201.200000,57.890000,91.470000,146.290000,39.250000,132.130000,130.270000,85.710000,838196.000000,266157.000000,9.260000,0.690000,23.480000,14.480000
2005, 臺北市,3.150000,1.360000,1215554.000000,1615538.000000,1236014.000000,937499.000000,298514.000000,75.850000,24.150000,85.160000,217.920000,220.760000,54.530000,103.720000,149.870000,43.150000,140.450000,83.540000,80.860000,1080173.000000,392385.000000,9.700000,0.690000,21.020000,14.370000
2005, 桃園市,3.730000,1.640000,958799.000000,1226234.000000,985537.000000,751917.000000,233620.000000,76.300000,23.700000,82.850000,227.990000,190.750000,86.950000,91.180000,153.520000,31.110000,116.650000,140.280000,89.540000,876227.000000,264219.000000,12.440000,0.580000,22.000000,14.190000
2005, 臺中市,3.570000,1.570000,846485.000000,1038235.000000,829541.000000,687530.000000,142011.000000,82.880000,17.120000,76.150000,206.830000,160.090000,83.690000,75.890000,157.350000,37.180000,108.950000,151.700000,85.880000,765940.000000,232364.000000,13.820000,0.700000,24.740000,15.480000
2005, 臺南市,3.230000,1.440000,712624.000000,911355.000000,737099.000000,568311.000000,168788.000000,77.100000,22.900000,70.690000,164.340000,160.280000,62.690000,61.520000,143.840000,33.190000,105.650000,153.720000,85.580000,621264.000000,228204.000000,13.320000,0.550000,26.060000,17.470000
2005, 高雄市,3.320000,1.470000,827309.000000,1092613.000000,863104.000000,643684.000000,219420.000000,74.580000,25.420000,86.240000,194.830000,199.800000,67.800000,72.430000,147.770000,26.950000,113.320000,166.560000,87.820000,749601.000000,259971.000000,13.810000,0.570000,24.260000,16.200000
2005, 宜蘭縣,3.430000,1.310000,818965.000000,1024547.000000,822477.000000,646475.000000,176002.000000,78.600000,21.400000,72.260000,192.370000,174.540000,70.400000,66.500000,164.530000,30.090000,115.790000,138.830000,95.120000,711111.000000,239789.000000,13.390000,0.540000,19.960000,13.360000
2005, 新竹縣,4.090000,1.830000,1103190.000000,1356484.000000,1053182.000000,852011.000000,201171.000000,80.900000,19.100000,83.510000,236.460000,209.940000,118.010000,98.320000,169.330000,30.650000,125.540000,141.610000,94.300000,939631.000000,257502.000000,14.720000,0.530000,19.230000,12.230000
2005, 苗栗縣,3.690000,1.610000,754518.000000,977627.000000,768863.000000,591475.000000,177388.000000,76.930000,23.070000,79.310000,174.350000,163.630000,84.110000,65.080000,163.180000,31.750000,115.770000,140.900000,93.010000,684441.000000,208364.000000,15.360000,0.550000,18.080000,11.700000
2005, 彰化縣,3.730000,1.670000,750332.000000,932160.000000,765433.000000,609437.000000,155996.000000,79.620000,20.380000,61.560000,184.180000,170.340000,78.770000,59.470000,149.610000,29.880000,117.940000,159.540000,94.600000,696019.000000,205210.000000,13.560000,0.500000,26.960000,18.910000
2005, 南投縣,3.630000,1.520000,751767.000000,934289.000000,748483.000000,602360.000000,146123.000000,80.480000,19.520000,65.830000,196.600000,120.000000,81.400000,64.590000,153.820000,26.790000,106.640000,137.750000,91.970000,637934.000000,206194.000000,14.970000,0.530000,23.180000,16.360000
2005, 雲林縣,3.090000,1.480000,609726.000000,795805.000000,648685.000000,488415.000000,160271.000000,75.290000,24.710000,62.950000,136.580000,135.510000,60.890000,44.170000,128.620000,26.040000,106.750000,122.270000,95.920000,563501.000000,209930.000000,14.690000,0.520000,22.930000,16.970000
2005, 嘉義縣,3.200000,1.430000,658088.000000,825794.000000,679081.000000,539274.000000,139807.000000,79.410000,20.590000,55.900000,142.840000,120.870000,61.300000,45.080000,129.130000,23.420000,109.340000,129.800000,92.920000,546445.000000,212213.000000,13.470000,0.630000,26.170000,19.860000
2005, 屏東縣,3.330000,1.430000,707198.000000,934194.000000,741094.000000,553520.000000,187574.000000,74.690000,25.310000,52.390000,155.800000,160.470000,60.360000,46.390000,131.670000,29.410000,104.280000,155.000000,89.090000,646412.000000,222551.000000,13.320000,0.800000,24.580000,15.880000
2005, 臺東縣,2.850000,1.210000,502406.000000,732428.000000,597433.000000,404469.000000,192964.000000,67.700000,32.300000,60.840000,125.060000,108.810000,53.460000,40.620000,131.340000,21.620000,99.330000,112.890000,87.460000,470210.000000,209626.000000,13.610000,0.500000,21.150000,15.530000
2005, 花蓮縣,2.900000,1.210000,665280.000000,817491.000000,662744.000000,532648.000000,130096.000000,80.370000,19.630000,63.650000,160.770000,133.380000,65.100000,63.410000,140.100000,32.470000,100.330000,117.060000,78.850000,568051.000000,228532.000000,14.310000,0.600000,21.350000,14.730000
2005, 澎湖縣,2.960000,1.010000,606481.000000,811496.000000,628399.000000,456221.000000,172178.000000,72.600000,27.400000,70.230000,128.020000,142.790000,43.340000,37.920000,147.920000,20.750000,107.060000,117.420000,80.270000,536887.000000,212297.000000,12.300000,0.390000,24.530000,18.850000
2005, 基隆市,3.530000,1.460000,889620.000000,1103987.000000,875160.000000,712080.000000,163080.000000,81.370000,18.630000,91.560000,214.410000,165.050000,42.430000,75.910000,156.800000,22.360000,107.890000,100.650000,87.960000,753585.000000,247921.000000,8.990000,0.590000,25.570000,17.070000
2005, 新竹市,3.780000,1.530000,1186544.000000,1435582.000000,1092427.000000,917954.000000,174472.000000,84.030000,15.970000,89.700000,249.160000,243.180000,86.650000,106.980000,185.950000,39.260000,136.610000,173.450000,89.570000,842150.000000,289002.000000,13.790000,0.640000,21.330000,13.560000
2005, 嘉義市,3.290000,1.400000,786837.000000,1032138.000000,812886.000000,615552.000000,197334.000000,75.720000,24.280000,84.460000,187.690000,186.630000,77.190000,69.790000,136.100000,34.300000,103.020000,154.460000,85.830000,708347.000000,247078.000000,14.490000,0.620000,24.390000,16.550000
2005, 金門縣,3.160000,1.210000,604950.000000,926800.000000,761102.000000,473447.000000,287655.000000,62.210000,37.790000,73.420000,140.740000,166.640000,60.410000,55.280000,160.650000,33.790000,116.550000,97.920000,89.980000,602863.000000,240855.000000,18.120000,0.580000,20.110000,13.970000
2005, 連江縣,3.480000,1.590000,885594.000000,1289219.000000,1030611.000000,669587.000000,361023.000000,64.970000,35.030000,94.750000,211.670000,195.690000,46.400000,74.610000,202.160000,38.550000,134.790000,67.090000,87.440000,927473.000000,296153.000000,12.360000,0.400000,19.590000,14.000000
