"年度","縣市","森林面積","造林面積","林木採伐面積","森林地占土地面積比率","平均每人森林面積","平均每萬人造林面積","植伐比"
2012, 金門縣,-,48.470000,-,-,-,4.467405,-
2012, 連江縣,-,-,-,-,-,-,-
2013, 總計,-,499.820000,85.180000,-,-,0.214105,586.780934
2013, 臺灣地區,2101718.850000,458.270000,85.180000,58.365693,0.090433,0.197394,538.001878
2013, 新北市,139533.200000,2.820000,-,67.979862,0.035281,0.007144,-
2013, 臺北市,8979.000000,-,-,33.035357,0.003342,-,-
2013, 桃園市,42227.830000,3.020000,-,34.585930,0.020659,0.014825,-
2013, 臺中市,110573.040000,2.900000,-,49.922434,0.040928,0.010768,-
2013, 臺南市,41491.430000,4.810000,-,18.931568,0.022032,0.025552,-
2013, 高雄市,174049.650000,18.830000,-,59.047602,0.062611,0.067752,-
2013, 宜蘭縣,163853.900000,7.340000,-,76.437760,0.357404,0.160078,-
2013, 新竹縣,97527.320000,91.310000,26.980000,68.318598,0.183845,1.731851,338.435878
2013, 苗栗縣,122133.410000,34.630000,39.540000,67.094660,0.215954,0.613175,87.582195
2013, 彰化縣,5930.810000,1.110000,-,5.520134,0.004576,0.008552,-
2013, 南投縣,298324.090000,25.440000,3.490000,72.647934,0.576782,0.490448,728.939828
2013, 雲林縣,15860.020000,-,-,12.286659,0.022408,-,-
2013, 嘉義縣,83315.110000,33.930000,7.280000,43.766287,0.157427,0.638411,466.071429
2013, 屏東縣,146777.390000,143.680000,-,52.881314,0.172216,1.679754,-
2013, 臺東縣,280223.820000,69.310000,6.940000,79.716553,1.246431,3.073117,998.703170
2013, 花蓮縣,359716.430000,9.010000,-,77.716513,1.077328,0.269322,-
2013, 澎湖縣,210.870000,8.610000,-,1.662172,0.002100,0.864271,-
2013, 基隆市,9064.190000,-,-,68.275573,0.024177,-,-
2013, 新竹市,1782.290000,1.520000,0.950000,17.112295,0.004160,0.035616,160.000000
2013, 嘉義市,145.050000,-,-,2.416469,0.000535,-,-
2013, 金門縣,-,41.550000,-,-,-,3.553955,-
2013, 連江縣,-,-,-,-,-,-,-
2014, 總計,-,673.420000,78.050000,-,-,0.287742,862.805894
2014, 臺灣地區,2101718.850000,648.420000,78.050000,58.365693,0.090228,0.278686,830.775144
2014, 新北市,139533.200000,18.570000,0.400000,67.979862,0.035175,0.046884,4642.500000
2014, 臺北市,8979.000000,0.000000,0.000000,33.035357,0.003323,0.000000,-
2014, 桃園市,42227.830000,0.000000,0.000000,34.585930,0.020516,0.000000,-
2014, 臺中市,110573.040000,9.350000,0.000000,49.922434,0.040654,0.034492,-
2014, 臺南市,41491.430000,9.340000,0.000000,18.931568,0.022020,0.049582,-
2014, 高雄市,174049.650000,14.570000,0.000000,59.047602,0.062630,0.052421,-
2014, 宜蘭縣,163853.900000,10.750000,0.000000,76.437760,0.357154,0.234401,-
2014, 新竹縣,97527.320000,54.940000,42.290000,68.318598,0.181402,1.028727,129.912509
2014, 苗栗縣,122133.410000,31.620000,17.350000,67.094660,0.215353,0.558319,182.247839
2014, 彰化縣,5930.810000,0.640000,0.000000,5.520134,0.004592,0.004947,-
2014, 南投縣,298324.090000,163.160000,0.000000,72.647934,0.580042,3.163435,-
2014, 雲林縣,15860.020000,0.000000,0.000000,12.286659,0.022485,0.000000,-
2014, 嘉義縣,83315.110000,22.380000,13.070000,43.766287,0.158761,0.424663,171.231829
2014, 屏東縣,146777.390000,131.810000,0.000000,52.881314,0.173103,1.550521,-
2014, 臺東縣,280223.820000,85.990000,3.040000,79.716553,1.248380,3.827809,2828.618421
2014, 花蓮縣,359716.430000,22.610000,0.000000,77.716513,1.078959,0.677667,-
2014, 澎湖縣,210.870000,72.690000,0.000000,1.662172,0.002072,7.191405,-
2014, 基隆市,9064.190000,0.000000,0.000000,68.275573,0.024296,0.000000,-
2014, 新竹市,1782.290000,0.000000,1.900000,17.112295,0.004126,0.000000,0.000000
2014, 嘉義市,145.050000,0.000000,0.000000,2.416469,0.000535,0.000000,-
2014, 金門縣,-,20.000000,0.000000,-,-,1.610073,-
2014, 連江縣,-,5.000000,0.000000,-,-,4.053342,-
