"年度","縣市","道路交通事故肇事總件數(A1+A2類)","每萬輛機動車肇事數","道路交通事故死傷人數(A1+A2類)","每十萬人道路交通事故死傷人數","每件交通事故死傷人數","每日交通事故發生件數","事故傷害死亡人數","事故傷害死亡率","火災發生次數","火災死亡人數","火災受傷人數","每萬戶火災發生次數","每萬人火災發生次數","每日火災發生次數","每次火災死傷人數","每百萬人火災死亡人數","每百萬人火災受傷人數","火災財物損失","平均每件火災財物損失","消防人員數","義消人員數","消防車輛數","消防栓總數","每十萬人消防人數","每十萬人義消人數","每萬人消防車輛數","每千戶消防栓數"
2001, 澎湖縣,233.000000,34.550000,323.000000,355.410000,1.390000,0.638356,52.000000,57.200000,71.000000,-,9.000000,25.400000,7.810000,0.194521,0.126761,-,99.029511,4069.000000,57.309859,72.000000,256.000000,17.000000,614.000000,78.033554,277.452638,1.840000,21.726822
2001, 基隆市,1103.000000,48.400000,1412.000000,362.330000,1.280000,3.021918,166.000000,42.600000,390.000000,7.000000,31.000000,29.810000,10.010000,1.068493,0.097436,17.962743,79.549289,9203.000000,23.597436,168.000000,1066.000000,41.000000,1421.000000,42.970488,272.657980,1.050000,10.749191
2001, 新竹市,1707.000000,53.990000,2121.000000,571.900000,1.240000,4.676712,135.000000,36.400000,124.000000,8.000000,5.000000,10.910000,3.340000,0.339726,0.104839,21.571046,13.481904,10297.000000,83.040323,164.000000,759.000000,33.000000,979.000000,43.932965,203.323904,0.880000,8.500551
2001, 嘉義市,2173.000000,92.520000,2411.000000,902.700000,1.110000,5.953425,99.000000,37.100000,375.000000,1.000000,13.000000,46.590000,14.040000,1.027397,0.037333,3.744084,48.673097,22118.000000,58.981333,175.000000,496.000000,34.000000,1329.000000,65.300213,185.079461,1.270000,16.354508
2001, 金門縣,185.000000,48.990000,219.000000,395.340000,1.180000,0.506849,20.000000,36.100000,822.000000,-,2.000000,450.080000,148.390000,2.252055,0.002433,-,36.104342,476.000000,0.579075,41.000000,111.000000,16.000000,130.000000,71.982865,194.880438,2.810000,7.011110
2001, 連江縣,2.000000,5.120000,2.000000,25.670000,1.000000,0.005479,5.000000,64.200000,32.000000,-,-,207.860000,41.070000,0.087671,-,-,-,210.000000,6.562500,11.000000,122.000000,13.000000,91.000000,124.279742,1378.375325,14.690000,57.924889
2002, 總計,86259.000000,48.770000,112455.000000,500.620000,1.300000,236.326027,8489.000000,37.800000,13244.000000,193.000000,664.000000,19.300000,5.900000,36.284932,0.064709,8.591841,29.559494,2197142.000000,165.897161,8631.000000,28302.000000,1992.000000,106419.000000,38.324612,125.670625,0.880000,15.367322
2002, 臺灣地區,86063.000000,48.780000,112197.000000,500.960000,1.300000,235.789041,8465.000000,37.800000,12560.000000,191.000000,661.000000,18.350000,5.610000,34.410959,0.067834,8.528149,29.513646,2181737.000000,173.705175,8570.000000,27953.000000,1962.000000,106217.000000,38.168483,124.495169,0.870000,15.383811
2002, 新北市,6808.000000,26.130000,9083.000000,250.510000,1.330000,18.652055,830.000000,22.900000,1000.000000,27.000000,109.000000,8.490000,2.760000,2.739726,0.136000,7.446532,30.061925,739510.000000,739.510000,807.000000,2267.000000,225.000000,12476.000000,22.161526,62.255489,0.620000,10.477184
2002, 臺北市,14853.000000,90.390000,19743.000000,748.460000,1.330000,40.693151,514.000000,19.500000,714.000000,13.000000,38.000000,7.930000,2.710000,1.956164,0.071429,4.928295,14.405786,62663.000000,87.763305,1472.000000,1316.000000,216.000000,15516.000000,55.718404,49.813464,0.820000,17.107172
2002, 桃園市,3772.000000,28.560000,4943.000000,278.040000,1.310000,10.334247,658.000000,37.000000,851.000000,22.000000,76.000000,16.070000,4.790000,2.331507,0.115159,12.374964,42.749874,516350.000000,606.756757,616.000000,1261.000000,152.000000,7005.000000,34.363437,70.344633,0.850000,13.028704
2002, 臺中市,12136.000000,59.110000,15117.000000,605.350000,1.250000,33.249315,795.000000,31.800000,960.000000,21.000000,61.000000,13.210000,3.840000,2.630137,0.085417,8.409312,24.427051,122639.000000,127.748958,697.000000,1945.000000,175.000000,12851.000000,27.785585,77.536531,0.700000,17.512445
2002, 臺南市,7574.000000,47.640000,10112.000000,546.460000,1.340000,20.750685,740.000000,40.000000,1110.000000,23.000000,59.000000,19.600000,6.000000,3.041096,0.073874,12.429386,31.884076,90637.000000,81.654955,636.000000,3566.000000,147.000000,11170.000000,34.328945,192.479586,0.790000,19.590923
2002, 高雄市,15336.000000,61.530000,19556.000000,714.460000,1.280000,42.016438,989.000000,36.100000,1390.000000,8.000000,56.000000,15.490000,5.080000,3.808219,0.046043,2.922737,20.459162,107907.000000,77.630935,1073.000000,3274.000000,263.000000,11797.000000,39.119109,119.362501,0.960000,13.021632
2002, 宜蘭縣,1575.000000,43.080000,2124.000000,456.820000,1.350000,4.315068,263.000000,56.600000,432.000000,2.000000,15.000000,31.940000,9.290000,1.183562,0.039352,4.301510,32.261325,17830.000000,41.273148,136.000000,879.000000,38.000000,3458.000000,29.303587,189.395980,0.820000,25.442559
2002, 新竹縣,626.000000,18.150000,852.000000,189.550000,1.360000,1.715068,240.000000,53.400000,1081.000000,6.000000,17.000000,89.090000,24.050000,2.961644,0.021277,13.348476,37.820683,25354.000000,23.454209,194.000000,719.000000,57.000000,2275.000000,42.855975,158.832197,1.260000,18.456621
2002, 苗栗縣,1118.000000,24.420000,1482.000000,264.310000,1.330000,3.063014,318.000000,56.700000,134.000000,5.000000,12.000000,8.950000,2.390000,0.367123,0.126866,8.917377,21.401705,54977.000000,410.276119,210.000000,664.000000,68.000000,2824.000000,37.448775,118.409461,1.210000,18.721204
2002, 彰化縣,2530.000000,22.550000,3415.000000,259.680000,1.350000,6.931507,580.000000,44.100000,324.000000,19.000000,56.000000,9.960000,2.460000,0.887671,0.231481,14.447719,42.582750,126580.000000,390.679012,389.000000,2634.000000,96.000000,5607.000000,29.555250,200.124755,0.730000,17.119043
2002, 南投縣,1432.000000,31.740000,1982.000000,365.980000,1.380000,3.923288,317.000000,58.500000,603.000000,8.000000,25.000000,39.080000,11.130000,1.652055,0.054726,14.772276,46.163363,63104.000000,104.650083,266.000000,1035.000000,60.000000,2182.000000,49.141683,191.209181,1.110000,14.049140
2002, 雲林縣,3111.000000,51.460000,4056.000000,545.760000,1.300000,8.523288,497.000000,66.900000,819.000000,6.000000,13.000000,39.990000,11.020000,2.243836,0.023199,8.073420,17.492409,39192.000000,47.853480,253.000000,1015.000000,67.000000,4063.000000,34.060450,136.645678,0.900000,19.740262
2002, 嘉義縣,1199.000000,26.400000,1632.000000,289.940000,1.360000,3.284932,324.000000,57.600000,787.000000,13.000000,17.000000,49.770000,13.980000,2.156164,0.038119,23.095529,30.201846,92993.000000,118.161372,320.000000,1254.000000,51.000000,2233.000000,56.899611,222.975352,0.910000,14.061004
2002, 屏東縣,3986.000000,51.750000,4929.000000,542.980000,1.240000,10.920548,512.000000,56.400000,638.000000,5.000000,70.000000,25.240000,7.030000,1.747945,0.117555,5.507997,77.111959,27125.000000,42.515674,290.000000,1462.000000,81.000000,3853.000000,32.002543,161.336956,0.890000,15.176222
2002, 臺東縣,1435.000000,71.430000,1961.000000,802.740000,1.370000,3.931507,210.000000,86.000000,623.000000,2.000000,1.000000,84.120000,25.500000,1.706849,0.004815,8.187041,4.093521,6824.000000,10.953451,140.000000,660.000000,35.000000,1728.000000,57.385281,270.530609,1.430000,23.240488
2002, 花蓮縣,1322.000000,44.160000,1766.000000,500.780000,1.340000,3.621918,293.000000,83.100000,131.000000,4.000000,3.000000,12.070000,3.710000,0.358904,0.053435,11.342804,8.507103,21590.000000,164.809160,123.000000,1120.000000,53.000000,2557.000000,34.927901,318.042675,1.510000,23.409105
2002, 澎湖縣,309.000000,43.910000,456.000000,493.740000,1.480000,0.846575,42.000000,45.500000,121.000000,1.000000,2.000000,42.520000,13.100000,0.331507,0.024793,10.827550,21.655099,8020.000000,66.280992,74.000000,260.000000,17.000000,612.000000,80.046730,281.245268,1.840000,21.355293
2002, 基隆市,1128.000000,48.070000,1479.000000,378.060000,1.310000,3.090411,137.000000,35.000000,233.000000,4.000000,10.000000,17.480000,5.960000,0.638356,0.060086,10.224740,25.561849,7323.000000,31.429185,179.000000,1084.000000,42.000000,1464.000000,45.727424,276.919147,1.070000,10.887187
2002, 新竹市,2389.000000,74.280000,3004.000000,798.840000,1.260000,6.545205,119.000000,31.600000,99.000000,2.000000,6.000000,8.470000,2.630000,0.271233,0.080808,5.318491,15.955474,6238.000000,63.010101,169.000000,799.000000,36.000000,991.000000,44.614926,210.930921,0.950000,8.357932
2002, 嘉義市,2646.000000,110.460000,3314.000000,1236.800000,1.250000,7.249315,87.000000,32.500000,453.000000,-,14.000000,55.340000,16.910000,1.241096,0.030905,-,52.248554,15451.000000,34.108168,179.000000,556.000000,33.000000,1384.000000,66.814230,207.534704,1.230000,16.787152
2002, 金門縣,188.000000,47.390000,247.000000,426.260000,1.310000,0.515068,20.000000,34.500000,653.000000,2.000000,3.000000,348.420000,112.690000,1.789041,0.007657,34.515191,51.772786,1702.000000,2.606432,49.000000,156.000000,17.000000,130.000000,83.145267,264.707380,2.880000,6.863418
2002, 連江縣,8.000000,18.210000,11.000000,124.900000,1.380000,0.021918,4.000000,45.400000,31.000000,-,-,194.780000,35.200000,0.084932,-,-,-,13703.000000,442.032258,12.000000,193.000000,13.000000,72.000000,136.939404,2202.442086,14.840000,44.665012
2003, 總計,120223.000000,66.040000,159021.000000,704.800000,1.320000,329.378082,8191.000000,36.300000,8642.000000,228.000000,768.000000,12.370000,3.830000,23.676712,0.115251,10.105190,34.038535,2143764.000000,248.063411,9130.000000,29719.000000,2033.000000,111199.000000,40.390098,131.473531,0.900000,15.779246
2003, 臺灣地區,119992.000000,66.090000,158725.000000,705.640000,1.320000,328.745205,8163.000000,36.300000,8479.000000,223.000000,768.000000,12.170000,3.770000,23.230137,0.116877,9.913790,34.142559,2135682.000000,251.878995,9060.000000,29307.000000,2002.000000,110988.000000,40.204553,130.052411,0.890000,15.796400
2003, 新北市,11808.000000,43.830000,15879.000000,433.970000,1.340000,32.350685,759.000000,20.700000,877.000000,43.000000,181.000000,7.280000,2.400000,2.402740,0.255416,11.751878,49.467209,901797.000000,1028.274800,883.000000,2916.000000,229.000000,12961.000000,24.017192,79.313854,0.620000,10.640604
2003, 臺北市,15381.000000,92.160000,20608.000000,782.240000,1.340000,42.139726,455.000000,17.300000,541.000000,16.000000,42.000000,5.940000,2.050000,1.482192,0.107209,6.073266,15.942322,44457.000000,82.175601,1480.000000,1391.000000,208.000000,16129.000000,56.335069,52.947352,0.790000,17.632795
2003, 桃園市,4791.000000,35.190000,6305.000000,348.860000,1.320000,13.126027,644.000000,35.600000,576.000000,14.000000,83.000000,10.550000,3.190000,1.578082,0.168403,7.746195,45.923869,485572.000000,843.006944,635.000000,1387.000000,157.000000,7611.000000,34.850377,76.122004,0.860000,13.723676
2003, 臺中市,18729.000000,88.200000,24071.000000,955.530000,1.290000,51.312329,865.000000,34.300000,531.000000,46.000000,116.000000,7.160000,2.110000,1.454795,0.305085,18.260280,46.047662,123933.000000,233.395480,712.000000,1787.000000,184.000000,13373.000000,28.144929,70.639028,0.730000,17.855665
2003, 臺南市,12318.000000,75.000000,16780.000000,904.800000,1.360000,33.747945,743.000000,40.100000,604.000000,15.000000,49.000000,10.510000,3.260000,1.654795,0.105960,8.088161,26.421326,100854.000000,166.976821,676.000000,3374.000000,151.000000,11447.000000,36.413369,181.743651,0.810000,19.772172
2003, 高雄市,20401.000000,79.390000,26506.000000,965.660000,1.300000,55.893151,1000.000000,36.400000,680.000000,18.000000,75.000000,7.450000,2.480000,1.863014,0.136765,6.557707,27.323778,57500.000000,84.558824,1067.000000,3513.000000,258.000000,12159.000000,38.844933,127.893392,0.940000,13.205453
2003, 宜蘭縣,1741.000000,46.570000,2418.000000,521.460000,1.390000,4.769863,240.000000,51.800000,531.000000,10.000000,21.000000,38.780000,11.450000,1.454795,0.058380,21.565853,45.288292,21012.000000,39.570621,142.000000,915.000000,40.000000,3994.000000,30.650679,197.502617,0.860000,28.958607
2003, 新竹縣,944.000000,26.580000,1277.000000,280.050000,1.350000,2.586301,225.000000,49.300000,1168.000000,3.000000,12.000000,93.290000,25.610000,3.200000,0.012842,6.579193,26.316771,14042.000000,12.022260,218.000000,725.000000,60.000000,2410.000000,47.464875,157.853368,1.310000,18.957271
2003, 苗栗縣,1550.000000,33.480000,2047.000000,364.990000,1.320000,4.246575,311.000000,55.500000,115.000000,9.000000,28.000000,7.570000,2.050000,0.315068,0.321739,16.047515,49.925602,41867.000000,364.060870,214.000000,661.000000,76.000000,3036.000000,38.152764,117.845688,1.350000,19.820208
2003, 彰化縣,5708.000000,49.450000,7620.000000,578.890000,1.330000,15.638356,534.000000,40.600000,237.000000,11.000000,30.000000,7.190000,1.800000,0.649315,0.172996,8.356688,22.790967,92830.000000,391.687764,404.000000,2711.000000,98.000000,5768.000000,30.688758,205.933717,0.740000,17.371192
2003, 南投縣,3142.000000,67.940000,4094.000000,756.960000,1.300000,8.608219,274.000000,50.700000,492.000000,3.000000,13.000000,31.470000,9.100000,1.347945,0.032520,5.546881,24.036484,39598.000000,80.483740,272.000000,1110.000000,66.000000,2256.000000,50.333366,205.404545,1.220000,14.338284
2003, 雲林縣,4334.000000,70.110000,5680.000000,765.860000,1.310000,11.873973,423.000000,57.000000,364.000000,6.000000,19.000000,17.600000,4.910000,0.997260,0.068681,8.090080,25.618588,39750.000000,109.203297,283.000000,1049.000000,71.000000,4209.000000,38.217369,141.660849,0.960000,20.243265
2003, 嘉義縣,1707.000000,36.620000,2347.000000,418.060000,1.370000,4.676712,315.000000,56.100000,124.000000,9.000000,49.000000,7.770000,2.210000,0.339726,0.467742,16.031293,87.281485,49944.000000,402.774194,344.000000,1363.000000,50.000000,2465.000000,61.383630,243.214789,0.890000,15.373389
2003, 屏東縣,4749.000000,59.390000,6336.000000,700.130000,1.330000,13.010959,543.000000,60.000000,444.000000,6.000000,11.000000,17.390000,4.910000,1.216438,0.038288,6.630017,12.155032,18201.000000,40.993243,303.000000,1503.000000,82.000000,3829.000000,33.526155,166.303006,0.910000,14.907534
2003, 臺東縣,1920.000000,92.340000,2652.000000,1089.550000,1.380000,5.260274,206.000000,84.600000,375.000000,3.000000,-,50.080000,15.410000,1.027397,0.008000,12.325213,-,5141.000000,13.709333,150.000000,737.000000,36.000000,1759.000000,61.768557,303.489512,1.480000,23.328912
2003, 花蓮縣,2017.000000,65.580000,2589.000000,736.240000,1.280000,5.526027,283.000000,80.500000,100.000000,6.000000,3.000000,9.080000,2.840000,0.273973,0.090000,17.062420,8.531210,40482.000000,404.820000,132.000000,1052.000000,58.000000,2706.000000,37.591201,299.590484,1.650000,24.381673
2003, 澎湖縣,378.000000,51.710000,545.000000,590.150000,1.440000,1.035616,44.000000,47.600000,41.000000,-,4.000000,14.230000,4.440000,0.112329,0.097561,-,43.313716,2913.000000,71.048780,160.000000,263.000000,21.000000,719.000000,173.436094,285.085580,2.280000,24.820492
2003, 基隆市,1545.000000,63.640000,2009.000000,512.700000,1.300000,4.232877,127.000000,32.400000,208.000000,-,15.000000,15.340000,5.310000,0.569863,0.072115,-,38.280345,8945.000000,43.004808,186.000000,1043.000000,41.000000,1505.000000,47.419705,265.907272,1.050000,11.014183
2003, 新竹市,2906.000000,88.820000,3555.000000,933.450000,1.220000,7.961644,96.000000,25.200000,74.000000,2.000000,4.000000,6.180000,1.940000,0.202740,0.081081,5.251453,10.502905,15346.000000,207.378378,179.000000,787.000000,37.000000,1039.000000,46.748865,205.538304,0.970000,8.587912
2003, 嘉義市,2770.000000,112.670000,3637.000000,1353.300000,1.310000,7.589041,76.000000,28.300000,347.000000,3.000000,11.000000,41.590000,12.910000,0.950685,0.040346,11.162770,40.930156,13118.000000,37.804035,187.000000,555.000000,33.000000,1437.000000,69.363562,205.865116,1.220000,17.020218
2003, 金門縣,201.000000,48.110000,263.000000,438.640000,1.310000,0.550685,21.000000,35.000000,124.000000,1.000000,-,64.790000,20.680000,0.339726,0.008065,16.678342,-,331.000000,2.669355,55.000000,220.000000,18.000000,113.000000,90.189069,360.756276,2.950000,5.844324
2003, 連江縣,30.000000,60.900000,33.000000,375.660000,1.100000,0.082192,7.000000,79.700000,39.000000,4.000000,-,237.300000,44.400000,0.106849,0.102564,455.347487,-,7751.000000,198.743590,15.000000,192.000000,13.000000,98.000000,170.338406,2180.331592,14.760000,58.507463
2004, 總計,137221.000000,72.830000,181742.000000,802.510000,1.320000,374.920765,8453.000000,37.300000,6611.000000,160.000000,551.000000,9.290000,2.920000,18.062842,0.107548,7.065005,24.330110,2089491.000000,316.062774,9331.000000,30511.000000,2049.000000,115480.000000,41.125434,134.474133,0.900000,16.083693
2004, 臺灣地區,136962.000000,72.880000,181407.000000,803.570000,1.320000,374.213115,8427.000000,37.300000,6543.000000,160.000000,549.000000,9.230000,2.900000,17.877049,0.108360,7.087475,24.318900,1830929.000000,279.830200,9256.000000,30084.000000,2015.000000,115259.000000,40.928032,133.024946,0.890000,16.115080
2004, 新北市,14556.000000,52.160000,19696.000000,533.430000,1.350000,39.770492,806.000000,21.800000,1032.000000,33.000000,125.000000,8.390000,2.790000,2.819672,0.153101,8.937480,33.854090,1026941.000000,995.097868,901.000000,3034.000000,244.000000,14176.000000,24.298165,81.820901,0.660000,11.406428
2004, 臺北市,14582.000000,85.390000,19554.000000,744.970000,1.340000,39.841530,463.000000,17.600000,552.000000,10.000000,33.000000,6.010000,2.100000,1.508197,0.077899,3.809807,12.572363,34779.000000,63.005435,1481.000000,1494.000000,209.000000,16386.000000,56.473434,56.969150,0.800000,17.746731
2004, 桃園市,6807.000000,47.900000,9134.000000,497.070000,1.340000,18.598361,650.000000,35.400000,388.000000,11.000000,51.000000,6.880000,2.110000,1.060109,0.159794,5.986225,27.754317,217897.000000,561.590206,671.000000,1432.000000,162.000000,8091.000000,36.210982,77.278877,0.870000,14.100314
2004, 臺中市,22638.000000,102.680000,29480.000000,1161.070000,1.300000,61.852459,846.000000,33.300000,196.000000,18.000000,78.000000,2.590000,0.770000,0.535519,0.489796,7.089273,30.720181,52097.000000,265.801020,720.000000,2295.000000,176.000000,13746.000000,28.253775,90.058909,0.690000,18.024633
2004, 臺南市,12880.000000,75.480000,16689.000000,897.970000,1.300000,35.191257,781.000000,42.000000,436.000000,13.000000,28.000000,7.470000,2.350000,1.191257,0.094037,6.994790,15.065703,67379.000000,154.538991,687.000000,3492.000000,161.000000,11733.000000,36.923752,187.682301,0.870000,19.935909
2004, 高雄市,23860.000000,89.410000,31231.000000,1136.000000,1.310000,65.191257,1000.000000,36.400000,478.000000,7.000000,42.000000,5.150000,1.740000,1.306011,0.102510,2.546186,15.277113,33801.000000,70.713389,1088.000000,3171.000000,255.000000,12563.000000,39.540602,115.241957,0.930000,13.421249
2004, 宜蘭縣,3294.000000,85.850000,4341.000000,938.020000,1.320000,9.000000,244.000000,52.700000,332.000000,6.000000,10.000000,23.810000,7.170000,0.907104,0.048193,12.964970,21.608283,11088.000000,33.397590,144.000000,879.000000,40.000000,4168.000000,31.149548,190.142033,0.870000,29.559026
2004, 新竹縣,1029.000000,27.850000,1302.000000,281.050000,1.270000,2.811475,220.000000,47.500000,412.000000,6.000000,22.000000,31.780000,8.890000,1.125683,0.067961,12.951508,47.488864,18576.000000,45.087379,239.000000,722.000000,50.000000,2456.000000,51.150786,154.522457,1.070000,18.589161
2004, 苗栗縣,1792.000000,37.780000,2326.000000,414.780000,1.300000,4.896175,303.000000,54.000000,80.000000,5.000000,12.000000,5.180000,1.430000,0.218579,0.212500,8.916264,21.399033,14320.000000,179.000000,217.000000,667.000000,59.000000,3089.000000,38.705558,118.970539,1.050000,19.824665
2004, 彰化縣,6837.000000,57.480000,9057.000000,687.910000,1.320000,18.680328,567.000000,43.100000,210.000000,7.000000,49.000000,6.280000,1.600000,0.573770,0.266667,5.316715,37.217004,76488.000000,364.228571,402.000000,2759.000000,105.000000,5870.000000,30.529435,209.529133,0.800000,17.435471
2004, 南投縣,3298.000000,69.340000,4329.000000,802.550000,1.310000,9.010929,321.000000,59.500000,545.000000,6.000000,14.000000,34.440000,10.100000,1.489071,0.036697,11.123367,25.954524,60670.000000,111.321101,277.000000,1153.000000,72.000000,2274.000000,51.447495,214.147875,1.340000,14.287330
2004, 雲林縣,3633.000000,57.080000,4858.000000,657.700000,1.340000,9.926230,493.000000,66.700000,171.000000,8.000000,9.000000,8.170000,2.320000,0.467213,0.099415,10.830767,12.184613,22813.000000,133.409357,305.000000,1062.000000,58.000000,4298.000000,41.396796,144.142286,0.790000,20.384836
2004, 嘉義縣,1764.000000,36.660000,2457.000000,439.410000,1.390000,4.819672,313.000000,56.000000,94.000000,9.000000,20.000000,5.820000,1.680000,0.256831,0.308511,16.095673,35.768162,38601.000000,410.648936,350.000000,1432.000000,55.000000,2788.000000,62.734920,256.675444,0.990000,17.135938
2004, 屏東縣,5688.000000,68.240000,7825.000000,867.530000,1.380000,15.540984,553.000000,61.300000,315.000000,4.000000,10.000000,12.190000,3.490000,0.860656,0.044444,4.434661,11.086653,17597.000000,55.863492,321.000000,1529.000000,90.000000,4008.000000,35.658782,169.851333,1.000000,15.418172
2004, 臺東縣,2049.000000,94.840000,2826.000000,1169.670000,1.380000,5.598361,192.000000,79.500000,390.000000,2.000000,2.000000,51.350000,16.140000,1.065574,0.010256,8.277889,8.277889,6692.000000,17.158974,150.000000,767.000000,29.000000,1754.000000,62.403015,319.087418,1.210000,22.932301
2004, 花蓮縣,2469.000000,78.160000,3264.000000,932.180000,1.320000,6.745902,292.000000,83.400000,77.000000,3.000000,1.000000,6.880000,2.200000,0.210383,0.051948,8.567818,2.855939,61085.000000,793.311688,137.000000,1060.000000,62.000000,2781.000000,39.238262,303.595313,1.780000,24.621950
2004, 澎湖縣,309.000000,40.830000,467.000000,507.440000,1.510000,0.844262,40.000000,43.500000,92.000000,1.000000,3.000000,31.580000,10.000000,0.251366,0.043478,10.865963,32.597889,4941.000000,53.706522,159.000000,262.000000,24.000000,745.000000,173.187522,285.378181,2.610000,25.425753
2004, 基隆市,1920.000000,76.360000,2432.000000,619.950000,1.270000,5.245902,144.000000,36.700000,157.000000,10.000000,22.000000,11.410000,4.000000,0.428962,0.203822,25.491378,56.081032,3902.000000,24.853503,185.000000,1058.000000,46.000000,1522.000000,47.153340,269.666129,1.170000,10.983460
2004, 新竹市,3324.000000,98.330000,4243.000000,1102.300000,1.280000,9.081967,106.000000,27.500000,89.000000,1.000000,4.000000,7.290000,2.310000,0.243169,0.056180,2.597919,10.391675,12677.000000,142.438202,181.000000,783.000000,38.000000,1148.000000,46.776069,202.351725,0.980000,9.314704
2004, 嘉義市,2849.000000,112.660000,3885.000000,1439.060000,1.360000,7.784153,93.000000,34.400000,358.000000,-,13.000000,41.950000,13.260000,0.978142,0.036313,-,48.153944,5507.000000,15.382682,192.000000,540.000000,34.000000,1504.000000,71.021414,199.747726,1.260000,17.435458
2004, 金門縣,239.000000,54.830000,313.000000,499.050000,1.310000,0.653005,22.000000,35.100000,29.000000,-,2.000000,12.810000,4.620000,0.079235,0.068966,-,31.888009,258387.000000,8909.896552,54.000000,243.000000,18.000000,141.000000,83.778081,377.001365,2.790000,5.432479
2004, 連江縣,20.000000,36.200000,22.000000,242.220000,1.100000,0.054645,4.000000,44.000000,39.000000,-,-,228.200000,42.940000,0.106557,-,-,-,175.000000,4.487179,21.000000,184.000000,16.000000,80.000000,224.382947,1966.022011,17.100000,45.897877
2005, 總計,155814.000000,79.810000,205981.000000,906.220000,1.320000,426.887671,8365.000000,36.800000,5139.000000,139.000000,532.000000,7.100000,2.260000,14.079452,0.130570,6.115333,23.405446,2823430.000000,549.412337,9483.000000,30599.000000,2070.000000,118594.000000,41.646203,134.380700,0.910000,16.261616
2005, 臺灣地區,155556.000000,79.890000,205646.000000,907.830000,1.320000,426.180822,8329.000000,36.800000,5087.000000,139.000000,532.000000,7.060000,2.250000,13.936986,0.131905,6.136177,23.485225,2818415.000000,554.042658,9406.000000,30150.000000,2035.000000,118366.000000,41.454798,132.879243,0.900000,16.295464
2005, 新北市,17411.000000,60.400000,23363.000000,627.630000,1.340000,47.701370,801.000000,21.500000,966.000000,24.000000,131.000000,7.710000,2.600000,2.646575,0.160455,6.447474,35.192462,959058.000000,992.813665,923.000000,2839.000000,254.000000,14313.000000,24.701091,75.976596,0.680000,11.328712
2005, 臺北市,15017.000000,86.230000,20053.000000,765.550000,1.340000,41.142466,415.000000,15.800000,421.000000,5.000000,17.000000,4.540000,1.610000,1.153425,0.052257,1.908817,6.489978,23771.000000,56.463183,1467.000000,1463.000000,242.000000,16787.000000,56.069944,55.917061,0.920000,17.990376
2005, 桃園市,7818.000000,52.430000,10310.000000,552.320000,1.320000,21.419178,643.000000,34.400000,390.000000,11.000000,70.000000,6.700000,2.090000,1.068493,0.207692,5.892839,37.499883,1085310.000000,2782.846154,678.000000,1521.000000,157.000000,8412.000000,36.057769,80.890659,0.830000,14.256564
2005, 臺中市,26857.000000,117.150000,35075.000000,1371.580000,1.310000,73.580822,81.000000,31.800000,254.000000,32.000000,95.000000,3.300000,0.990000,0.695890,0.500000,12.513315,37.148904,95160.000000,374.645669,744.000000,2442.000000,179.000000,14070.000000,28.992058,95.159417,0.700000,18.126211
2005, 臺南市,15044.000000,84.750000,19345.000000,1039.070000,1.290000,41.216438,778.000000,41.800000,406.000000,8.000000,30.000000,6.860000,2.180000,1.112329,0.093596,4.297022,16.113832,67191.000000,165.495074,714.000000,3474.000000,154.000000,11863.000000,38.326969,186.481638,0.830000,19.904696
2005, 高雄市,25723.000000,92.690000,33669.000000,1223.200000,1.310000,70.473973,1000.000000,36.300000,441.000000,8.000000,20.000000,4.680000,1.600000,1.208219,0.063492,2.906402,7.266006,61647.000000,139.789116,1108.000000,3230.000000,253.000000,12993.000000,40.239900,117.305844,0.920000,13.689509
2005, 宜蘭縣,3503.000000,88.840000,4615.000000,999.060000,1.320000,9.597260,216.000000,46.800000,286.000000,1.000000,7.000000,20.160000,6.190000,0.783562,0.027972,2.164802,15.153614,13955.000000,48.793706,156.000000,893.000000,40.000000,4162.000000,33.796519,193.463407,0.870000,29.150558
2005, 新竹縣,1244.000000,32.130000,1548.000000,327.650000,1.240000,3.408219,216.000000,45.700000,124.000000,8.000000,22.000000,9.190000,2.620000,0.339726,0.241935,16.932597,46.564641,12163.000000,98.088710,257.000000,726.000000,52.000000,2583.000000,53.802046,151.985547,1.090000,18.744013
2005, 苗栗縣,1997.000000,40.600000,2667.000000,476.000000,1.340000,5.471233,318.000000,56.800000,49.000000,6.000000,8.000000,3.120000,0.870000,0.134247,0.285714,10.708673,14.278231,16955.000000,346.020408,226.000000,710.000000,52.000000,3254.000000,40.361179,126.798394,0.930000,20.599239
2005, 彰化縣,8309.000000,67.750000,11211.000000,851.710000,1.350000,22.764384,599.000000,45.500000,187.000000,4.000000,27.000000,5.520000,1.420000,0.512329,0.165775,3.038835,20.512135,75614.000000,404.352941,414.000000,2768.000000,93.000000,5977.000000,31.463127,210.362160,0.710000,17.560921
2005, 南投縣,4102.000000,83.640000,5402.000000,1004.480000,1.320000,11.238356,278.000000,51.700000,368.000000,2.000000,21.000000,23.000000,6.840000,1.008219,0.062500,3.718920,39.048663,35564.000000,96.641304,283.000000,1141.000000,76.000000,2326.000000,52.683704,212.410270,1.410000,14.460408
2005, 雲林縣,4099.000000,62.300000,5485.000000,746.210000,1.340000,11.230137,487.000000,66.300000,162.000000,4.000000,22.000000,7.640000,2.200000,0.443836,0.160494,5.441799,29.929896,16489.000000,101.783951,312.000000,1050.000000,62.000000,4331.000000,42.545648,143.182469,0.850000,20.312735
